flag	content
$LINE_TREASURE_CHAMBER_INTRO_150_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_150_TEXT	Du würdest dich nicht zwischen uns stellen, oder? Es ist ... wahre Liebe ...
$LINE_TREASURE_CHAMBER_INTRO_160_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_160_TEXT	Nun ... zum rechten Preis könnte ich überredet werten, etwas zu teilen.
$SCENE_TREASURE_CHAMBER_OUTRO_TITLE	In Reichweite
$LINE_TREASURE_CHAMBER_OUTRO_00_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_00_TEXT	Ich kann den Bergkamm von hier sehen! Wir sind fast raus!
$LINE_TREASURE_CHAMBER_OUTRO_10_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_10_TEXT	*$MCG ... ich bleibe hier.
$LINE_TREASURE_CHAMBER_OUTRO_20_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_20_TEXT	Was?
$LINE_TREASURE_CHAMBER_OUTRO_30_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_30_TEXT	Der Sieg ist in Reichweite. Du solltest kein Problem haben, es ohne mich zu schaffen.
$LINE_TREASURE_CHAMBER_OUTRO_40_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_40_TEXT	Ich habe nie vorgehabt, diese Reise zu überleben.
$LINE_TREASURE_CHAMBER_OUTRO_50_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_50_TEXT	Und diese verfallene Stadt ist so gut wie jeder andere Ort zum Sterben.
$LINE_TREASURE_CHAMBER_OUTRO_60_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_60_TEXT	Du hast versprochen, mich hier heraus zu führen. Ich lasse dich davon jetzt nicht zurücktreten.
$LINE_TREASURE_CHAMBER_OUTRO_70_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_70_TEXT	$MCG, das Blut von Millionen klebt an meinen Händen.
$LINE_TREASURE_CHAMBER_OUTRO_80_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_80_TEXT	Zelemir hat seine Schuld bezahlt.
$LINE_TREASURE_CHAMBER_OUTRO_90_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_90_TEXT	Nun muss ich meine zahlen.
$LINE_TREASURE_CHAMBER_OUTRO_100_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_100_TEXT	Ich ...
$LINE_TREASURE_CHAMBER_OUTRO_110_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_110_TEXT	Es gibt nichts mehr zu sagen. Geh!
$LINE_TREASURE_CHAMBER_OUTRO_120_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_120_TEXT	...
$LINE_TREASURE_CHAMBER_OUTRO_130_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_130_TEXT	Ältester ...
$LINE_TREASURE_CHAMBER_OUTRO_140_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_140_TEXT	$MAG ... Ihr wolltet Zelemirs Tod. Meine Hände sind ebenso befleckt wie die seinen.
$LINE_TREASURE_CHAMBER_OUTRO_150_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_150_TEXT	Ich weiß ...
$LINE_TREASURE_CHAMBER_OUTRO_160_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_160_TEXT	Dann lasst mir meinen Tod.
$LINE_TREASURE_CHAMBER_OUTRO_170_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_170_TEXT	Ihr habt mir geholfen, als es sonst keiner getan hätte. Ich ...
$LINE_TREASURE_CHAMBER_OUTRO_180_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_180_TEXT	*$MAG, ich habe Euer Volk getötet.
$LINE_TREASURE_CHAMBER_OUTRO_190_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_190_TEXT	Lasst mich meine Schuld begleichen.
$LINE_TREASURE_CHAMBER_OUTRO_200_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_200_TEXT	Nein.
$LINE_TREASURE_CHAMBER_OUTRO_210_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_210_TEXT	Nein, es ist nicht Eure Wahl, Euer Leben wegzuwerfen!
$LINE_TREASURE_CHAMBER_OUTRO_220_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_220_TEXT	Es gehört mir, als Pfand für die Leben meines Volks. Ihr habt nicht den Luxus des Selbstmords!
$LINE_TREASURE_CHAMBER_OUTRO_230_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_230_TEXT	So sei es.
$LINE_TREASURE_CHAMBER_OUTRO_240_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_240_TEXT	Nehmt mein Leben. Es ist nur gerecht.
$LINE_TREASURE_CHAMBER_OUTRO_250_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_250_TEXT	...
$LINE_TREASURE_CHAMBER_OUTRO_260_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_260_TEXT	Das ist MEINE Entscheidung, nicht Eure.
$LINE_TREASURE_CHAMBER_OUTRO_270_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_270_TEXT	Ich werde es dann und so beenden, wie ich es entscheide.
$LINE_TREASURE_CHAMBER_OUTRO_280_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_280_TEXT	Nun steht auf und folgt uns.
$SCENE_4_4_INTRO_TITLE	In der Falle
$LINE_4_4_INTRO_00_CHAR	$RAN
$LINE_4_4_INTRO_00_TEXT	Hey Leute? Ich glaub ich hab rausgefunden, warum es keine Wiedergänger in der Stadt gab.
$LINE_4_4_INTRO_10_CHAR	$RAN
$LINE_4_4_INTRO_10_TEXT	Sie haben alle hier auf uns gewartet.
$LINE_4_4_INTRO_20_CHAR	$MCG
$LINE_4_4_INTRO_20_TEXT	Das müssen Tausende sein.
$LINE_4_4_INTRO_30_CHAR	$RAN
$LINE_4_4_INTRO_30_TEXT	Jaa ...
$LINE_4_4_INTRO_40_CHAR	$BER
$LINE_4_4_INTRO_40_TEXT	Ich hab nie erwartet, so zu sterben ...
$LINE_4_4_INTRO_50_CHAR	$BER
$LINE_4_4_INTRO_50_TEXT	Aber ich hab es immer gewollt!
$LINE_4_4_INTRO_60_CHAR	$BER
$LINE_4_4_INTRO_60_TEXT	BLUT!
$LINE_4_4_INTRO_70_CHAR	$RAN
$LINE_4_4_INTRO_70_TEXT	Nun gut ...
$LINE_4_4_INTRO_80_CHAR	$MCG
$LINE_4_4_INTRO_80_TEXT	Es gibt nicht viel mehr zu tun.
$LINE_4_4_INTRO_90_CHAR	$RAN
$LINE_4_4_INTRO_90_TEXT	War nett, dich zu kennen.
$LINE_4_4_INTRO_100_CHAR	$DRA
$LINE_4_4_INTRO_100_TEXT	Sterbliche ...
$LINE_4_4_INTRO_110_CHAR	$MCG
$LINE_4_4_INTRO_110_TEXT	Ich denke, unsere Übereinkunft sieht nicht mehr nach so einem guten  Abkommen aus ...
$LINE_4_4_INTRO_120_CHAR	$DRA
$LINE_4_4_INTRO_120_TEXT	Ich möchte Euch etwas beibringen.
$LINE_4_4_INTRO_130_CHAR	$MCG
$LINE_4_4_INTRO_130_TEXT	Was?
$LINE_4_4_INTRO_140_CHAR	$DRA
$LINE_4_4_INTRO_140_TEXT	In unser gesamten Geschichte ... wurde keinem Sterblichen jemals dieses Wissen gegeben.
$LINE_4_4_INTRO_150_CHAR	$DRA
$LINE_4_4_INTRO_150_TEXT	Aber ich glaube, dies ist eine angemessene Zeit.
$SCENE_4_4_OUTRO_TITLE	Allein
$LINE_4_4_OUTRO_00_CHAR	$RAN
$LINE_4_4_OUTRO_00_TEXT	Ich glaub's nicht.
$LINE_4_4_OUTRO_10_CHAR	$MCG
$LINE_4_4_OUTRO_10_TEXT	Dass wir leben?
$LINE_4_4_OUTRO_20_CHAR	$RAN
$LINE_4_4_OUTRO_20_TEXT	Nun, das auch.
$LINE_4_4_OUTRO_30_CHAR	$RAN
$LINE_4_4_OUTRO_30_TEXT	Aber um uns herum ist nichts.
$LINE_4_4_OUTRO_40_CHAR	$RAN
$LINE_4_4_OUTRO_40_TEXT	Nicht ein einziger Wiedergänger.
$LINE_4_4_OUTRO_50_CHAR	$RAN
$LINE_4_4_OUTRO_50_TEXT	Wir werden nicht mehr verfolgt.
$SCENE_4_5_INTRO_TITLE	Eztli-Tenochs Rechte Hand
$LINE_4_5_INTRO_00_CHAR	$RAN
$LINE_4_5_INTRO_00_TEXT	Ihr Götter, ich hätte nie gedacht, dass es passieren würde.
$LINE_4_5_INTRO_10_CHAR	$RAN
$LINE_4_5_INTRO_10_TEXT	Wir sind tatsächlich am Ausgang!
$LINE_4_5_INTRO_20_CHAR	$RAN
$LINE_4_5_INTRO_20_TEXT	Ich bin auf meinem Weg raus aus diesem Höllenloch!
$LINE_4_5_INTRO_30_CHAR	$RAN
$LINE_4_5_INTRO_30_TEXT	*$MCG! Da sind noch mehr von ihnen!
$LINE_4_5_INTRO_40_CHAR	BLUTIRRER KULTIST
$LINE_4_5_INTRO_40_TEXT	*Ah, diese $MCG genannte ist wirklich die Glücklichste.
$LINE_4_5_INTRO_50_CHAR	BLUTIRRER KULTIST
$LINE_4_5_INTRO_50_TEXT	Nur sehr wenige sehen, wenn Eztli-Tenoch zu seiner ruhmreichen Rechten Hand greift ...
$LINE_4_5_INTRO_60_CHAR	BLUTIRRER KULTIST
$LINE_4_5_INTRO_60_TEXT	Und sich nimmt, was sein ist ...
$LINE_4_5_INTRO_70_CHAR	BLUTIRRER KULTIST
$LINE_4_5_INTRO_70_TEXT	Erblickt den Tod.
$SCENE_4_5_OUTRO_TITLE	Zelemirs Angebot
$NARR_4_5_OUTRO_00_TEXT	AKT VII
$NARR_4_5_OUTRO_00_SUB_TEXT	*Es wird gesagt, Männer fürchteten den Tod. Meiner Erfahrung nach fürchten Männer tatsächlich die Unsicherheit des Todes. Während all der Qual, wann immer Tod sicher war, ergriff mich eine unangreifbare Ruhe und ich fühlte mich, wie nie zuvor oder seitdem.$N$NNur, wenn die Chance auf Überleben erschien,$Nhab ich die wahre Umklammerung durch Schrecken gefühlt.
$NARR_4_5_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N$N$N - aus den Memoiren von Gedemon Dalavbar, Meister der Bogenschützen,$Nwelche die Geschichte seiner Abenteuer und Heldentaten im Dienste des Ash-König wiedergeben.
$LINE_4_5_OUTRO_00_CHAR	$MCG
$LINE_4_5_OUTRO_00_TEXT	Wenn Ihr nach einem Kampf trachtet -
$LINE_4_5_OUTRO_10_CHAR	ZELEMIR
$LINE_4_5_OUTRO_10_TEXT	Der einzige Grund, weshalb ich hier bin ist der Versuch zu verhindern, dass Euer Blut in die Hände des Feinds gelangt.
$LINE_4_5_OUTRO_20_CHAR	ZELEMIR
$LINE_4_5_OUTRO_20_TEXT	Jetzt, da Eure Flucht sicher ist, sehe ich keinen Grund mehr, Euch daran zu hindern.
$LINE_4_5_OUTRO_30_CHAR	ZELEMIR
$LINE_4_5_OUTRO_30_TEXT	Tatsächlich werdet Ihr als die perfekte Ablenkung dienen.
$LINE_4_5_OUTRO_40_CHAR	$DRA
$LINE_4_5_OUTRO_40_TEXT	Was habt Ihr mit meinem Kind gemacht, Hund?
$LINE_4_5_OUTRO_50_CHAR	ZELEMIR
$LINE_4_5_OUTRO_50_TEXT	Ich habe ihn einem besseren Nutzen zugeführt als ein verkrüppelter Wurm wie Ihr es jemals in der Lage gewesen wär.
$LINE_4_5_OUTRO_60_CHAR	$DRA
$LINE_4_5_OUTRO_60_TEXT	Ihr habt meine Kinder ermordet!
$LINE_4_5_OUTRO_70_CHAR	ZELEMIR
$LINE_4_5_OUTRO_70_TEXT	Ihr Opfer wird die Welt retten.
$LINE_4_5_OUTRO_80_CHAR	ZELEMIR
$LINE_4_5_OUTRO_80_TEXT	Sogar jetzt sind Eure Kinder in den Minen unterhalb der Grube verstreut und warten auf mein Signal.
$LINE_4_5_OUTRO_90_CHAR	ZELEMIR
$LINE_4_5_OUTRO_90_TEXT	Wenn ich den Befehl gebe, werden diese Wiedergänger-Drachen Kristallvorräte an entscheidenden Stellen entzünden.
$LINE_4_5_OUTRO_100_CHAR	ZELEMIR
$LINE_4_5_OUTRO_100_TEXT	Die Grube wird einstürzen ...
$LINE_4_5_OUTRO_110_CHAR	ZELEMIR
$LINE_4_5_OUTRO_110_TEXT	... alles töten, was in ihr ist.
$LINE_4_5_OUTRO_120_CHAR	ZELEMIR
$LINE_4_5_OUTRO_120_TEXT	Und mit diesem riesigen Blut-Tribut werde ich ein neues Blutsiegel erstellen.
$LINE_4_5_OUTRO_130_CHAR	ZELEMIR
$LINE_4_5_OUTRO_130_TEXT	Eines, das so stark wie tausende ist.
$LINE_4_5_OUTRO_140_CHAR	ZELEMIR
$LINE_4_5_OUTRO_140_TEXT	Keine Nachfahren werden überleben.
$LINE_4_5_OUTRO_150_CHAR	ZELEMIR
$LINE_4_5_OUTRO_150_TEXT	Eztli-Tenoch wird auf immer gefangen sein.
$LINE_4_5_OUTRO_160_CHAR	$DRA
$LINE_4_5_OUTRO_160_TEXT	Ich werde Euch mit Feuer aufzehren!
$LINE_4_5_OUTRO_170_CHAR	ZELEMIR
$LINE_4_5_OUTRO_170_TEXT	Ich denke nicht.
$LINE_4_5_OUTRO_180_CHAR	ZELEMIR
$LINE_4_5_OUTRO_180_TEXT	Wisset, dass ihr sterben werdet, wenn ihr mir zu folgen versucht.
$LINE_4_5_OUTRO_190_CHAR	ZELEMIR
$LINE_4_5_OUTRO_190_TEXT	*Lebt wohl, $MCG.
$LINE_4_5_OUTRO_200_CHAR	ZELEMIR
$LINE_4_5_OUTRO_200_TEXT	Bald wird es beendet sein.
$LINE_4_5_OUTRO_210_CHAR	$DRA
$LINE_4_5_OUTRO_210_TEXT	Der Feigling flieht in die Halbaußen-Welt!
$LINE_4_5_OUTRO_220_CHAR	$DRA
$LINE_4_5_OUTRO_220_TEXT	Schnell! Zieh uns hinter ihm her!
$LINE_4_5_OUTRO_230_CHAR	$RAN
$LINE_4_5_OUTRO_230_TEXT	Wow, jetzt lass uns eben erst innehalten.
$LINE_4_5_OUTRO_240_CHAR	$RAN
$LINE_4_5_OUTRO_240_TEXT	Bin ich die Einzige, die sich an den Ausgang erinnert?
$LINE_4_5_OUTRO_250_CHAR	$RAN
$LINE_4_5_OUTRO_250_TEXT	Du weißt, das Ding, das uns die Flucht erlaubt?
$LINE_4_5_OUTRO_260_CHAR	$DRA
$LINE_4_5_OUTRO_260_TEXT	Jetzt ist nicht die Zeit für Feigheit!
$LINE_4_5_OUTRO_270_CHAR	$RAN
$LINE_4_5_OUTRO_270_TEXT	Jetzt ist nicht die Zeit, uns selbst in den Tod zu stürzen!
$LINE_4_5_OUTRO_280_CHAR	$RAN
$LINE_4_5_OUTRO_280_TEXT	*$MCG?
$SCENE_4_6_INTRO_TITLE	Der Weg raus
$LINE_4_6_INTRO_00_CHAR	$MAG
$LINE_4_6_INTRO_00_TEXT	Du gehst einfach weg?
$LINE_4_6_INTRO_10_CHAR	$MCG
$LINE_4_6_INTRO_10_TEXT	Ich sehe nicht, dass ich eine andere Möglichkeit habe.
$LINE_4_6_INTRO_20_CHAR	$MAG
$LINE_4_6_INTRO_20_TEXT	Ich werde nicht einfach rumsitzen und zuschauen, wie die Letzten meines Volks geopfert werden!
$LINE_4_6_INTRO_30_CHAR	$MAG
$LINE_4_6_INTRO_30_TEXT	Ich hab dich fast als Freund empfunden ... 
$LINE_4_6_INTRO_40_CHAR	$MAG
$LINE_4_6_INTRO_40_TEXT	... eines Tages wirst du lernen, dass es besser ist, mit deinen Kameraden zu sterben, anstatt ewig alleine zu leben.
$LINE_4_6_INTRO_50_CHAR	$MAG
$LINE_4_6_INTRO_50_TEXT	Möge die Lehre bitter sein.
$LINE_4_6_INTRO_60_CHAR	$MCG
$LINE_4_6_INTRO_60_TEXT	...
$LINE_4_6_INTRO_70_CHAR	$HEA
$LINE_4_6_INTRO_70_TEXT	*Du entscheidest dich für den weisesten Weg, $MCG.
$LINE_4_6_INTRO_80_CHAR	$MCG
$LINE_4_6_INTRO_80_TEXT	Tu ich das?
$LINE_4_6_INTRO_90_CHAR	$HEA
$LINE_4_6_INTRO_90_TEXT	Du musst die Zukunft garantieren.
$LINE_4_6_INTRO_100_CHAR	$HEA
$LINE_4_6_INTRO_100_TEXT	Ich muss mit der Vergangenheit, die ich erschaffen habe, sterben.
$LINE_4_6_INTRO_110_CHAR	$MCG
$LINE_4_6_INTRO_110_TEXT	Auf Wiedersehen, Freund.
$LINE_4_6_INTRO_120_CHAR	$HEA
$LINE_4_6_INTRO_120_TEXT	Möge der Weg Selinadts dich führen.
$LINE_4_6_INTRO_130_CHAR	$DRA
$LINE_4_6_INTRO_130_TEXT	Ich habe Euch das Geheimnis des Feuers gelehrt!
$LINE_4_6_INTRO_140_CHAR	$DRA
$LINE_4_6_INTRO_140_TEXT	Ihr wendet uns einfach so von uns ab?
$LINE_4_6_INTRO_150_CHAR	$DRA
$LINE_4_6_INTRO_150_TEXT	Was könnte ich sonst von Sterblichen erwarten ...
$LINE_4_6_INTRO_160_CHAR	$MCG
$LINE_4_6_INTRO_160_TEXT	*$DRA, die Welt steht auf dem Spiel.
$LINE_4_6_INTRO_170_CHAR	$DRA
$LINE_4_6_INTRO_170_TEXT	Ich kümmere mich nicht um die Welt!
$LINE_4_6_INTRO_180_CHAR	$DRA
$LINE_4_6_INTRO_180_TEXT	Meine Kinder werden nicht ungerächt bleiben.
$LINE_4_6_INTRO_190_CHAR	$DRA
$LINE_4_6_INTRO_190_TEXT	Die Feigheit der Sterblichen ...
$LINE_4_6_INTRO_200_CHAR	$BER
$LINE_4_6_INTRO_200_TEXT	*Hey, $MCG!
$LINE_4_6_INTRO_210_CHAR	$MCG
$LINE_4_6_INTRO_210_TEXT	Du auch?
$LINE_4_6_INTRO_220_CHAR	$BER
$LINE_4_6_INTRO_220_TEXT	Es war spaßig und alles, aber ich kann einfach nicht vor der Chance weglaufen, den größten und furchterregendsten Totenbeschwörer der Welt zu bekämpfen.
$LINE_4_6_INTRO_230_CHAR	$BER
$LINE_4_6_INTRO_230_TEXT	Ich bin nie vor irgendeinem Kampf jemals weggelaufen.
$LINE_4_6_INTRO_240_CHAR	$MCG
$LINE_4_6_INTRO_240_TEXT	Dies ist kein Kampf, es ist Selbstmord!
$LINE_4_6_INTRO_250_CHAR	$BER
$LINE_4_6_INTRO_250_TEXT	Oh, ich weiß nicht. Ich habe alles bisher überlebt. Wenn ich hätte sterben sollen, wäre ich es wohl bereits.
$LINE_4_6_INTRO_260_CHAR	$BER
$LINE_4_6_INTRO_260_TEXT	Besonders das eine Mal, als ich all diese gebratenen Klöße, die ich gefunden habe, aß und die, wie sich herausstellte, überhaupt keine gebratenen Klöße waren ...
$LINE_4_6_INTRO_270_CHAR	$BER
$LINE_4_6_INTRO_270_TEXT	Jedenfalls, solange ich irgendwen in kleine Stücke schneiden kann, ist der Rest nebensächlich.
$LINE_4_6_INTRO_280_CHAR	$BER
$LINE_4_6_INTRO_280_TEXT	Bis dann!
$LINE_4_6_INTRO_290_CHAR	$MCG
$LINE_4_6_INTRO_290_TEXT	... tschau.
$LINE_4_6_INTRO_300_CHAR	$MCG
$LINE_4_6_INTRO_300_TEXT	...
$LINE_4_6_INTRO_310_CHAR	$MCG
$LINE_4_6_INTRO_310_TEXT	Sonst noch wer?
$LINE_4_6_INTRO_320_CHAR	$KNI
$LINE_4_6_INTRO_320_TEXT	Ich bin an meine Schuld gebunden.
$LINE_4_6_INTRO_330_CHAR	$KNI
$LINE_4_6_INTRO_330_TEXT	Ich werde dir folgen, welche Entscheidung auch immer du triffst.
$LINE_4_6_INTRO_340_CHAR	$MCG
$LINE_4_6_INTRO_340_TEXT	*Danke dir, $KNI.
$LINE_4_6_INTRO_350_CHAR	$MCG
$LINE_4_6_INTRO_350_TEXT	*$RAN?
$LINE_4_6_INTRO_360_CHAR	$RAN
$LINE_4_6_INTRO_360_TEXT	Hey, schau mich nicht an. Ich werde um alles in der Welt diese Müllhalde verlassen.
$LINE_4_6_INTRO_370_CHAR	$RAN
$LINE_4_6_INTRO_370_TEXT	Ich bin nicht den ganzen Weg zu diesem Ausgang gewandert, nur um umzudrehen und mich töten zu lassen.
$LINE_4_6_INTRO_380_CHAR	$MCG
$LINE_4_6_INTRO_380_TEXT	Nun gut, ich schätze, wir machen uns dann besser auf den Weg raus hier.
$LINE_4_6_INTRO_390_CHAR	$RAN
$LINE_4_6_INTRO_390_TEXT	...
$LINE_4_6_INTRO_400_CHAR	$RAN
$LINE_4_6_INTRO_400_TEXT	*Hey, $BER!
$LINE_4_6_INTRO_410_CHAR	$BER
$LINE_4_6_INTRO_410_TEXT	Yo.
$LINE_4_6_INTRO_420_CHAR	$RAN
$LINE_4_6_INTRO_420_TEXT	Du weißt, dass du sterben wirst, richtig?
$LINE_4_6_INTRO_430_CHAR	$BER
$LINE_4_6_INTRO_430_TEXT	Natürlich.
$LINE_4_6_INTRO_440_CHAR	$RAN
$LINE_4_6_INTRO_440_TEXT	Also ... du denkst deshalb nicht,  ich weiß nicht, zweimal über die ganze Sache nach?
$LINE_4_6_INTRO_450_CHAR	$BER
$LINE_4_6_INTRO_450_TEXT	*Schau $RAN, du und ich, wir sind beide unsere ganzen Leben lang Überlebende gewesen.
$LINE_4_6_INTRO_460_CHAR	$BER
$LINE_4_6_INTRO_460_TEXT	Aber du kannst das nicht ewig bleiben. Eines Tages wird es ein Ende finden.
$LINE_4_6_INTRO_470_CHAR	$BER
$LINE_4_6_INTRO_470_TEXT	Dies ist die Möglichkeit, ihm eine Bedeutung zu geben.
$LINE_4_6_INTRO_480_CHAR	$RAN
$LINE_4_6_INTRO_480_TEXT	*$BER ...
$LINE_4_6_INTRO_490_CHAR	$BER
$LINE_4_6_INTRO_490_TEXT	Außerdem muss ich dir so nicht all den Kram zurückzahlen, den ich dir schulde.
$LINE_4_6_INTRO_500_CHAR	$BER
$LINE_4_6_INTRO_500_TEXT	Bis dann!
$LINE_4_6_INTRO_510_CHAR	$RAN
$LINE_4_6_INTRO_510_TEXT	... Leb wohl ... 
$LINE_4_6_INTRO_520_CHAR	$MCG
$LINE_4_6_INTRO_520_TEXT	*$RAN?
$LINE_4_6_INTRO_530_CHAR	$RAN
$LINE_4_6_INTRO_530_TEXT	Nun, lass uns hier raus kommen.
$SCENE_ENDING_4_6_OUTRO_TITLE	Was jetzt?
$LINE_ENDING_4_6_OUTRO_00_CHAR	$MCG
$LINE_ENDING_4_6_OUTRO_00_TEXT	Wir sind draußen.
$LINE_ENDING_4_6_OUTRO_10_CHAR	$RAN
$LINE_ENDING_4_6_OUTRO_10_TEXT	Wir sind tatsächlich frei.
$LINE_ENDING_4_6_OUTRO_20_CHAR	$KNI
$LINE_ENDING_4_6_OUTRO_20_TEXT	Was nun, meine Dame?
$LINE_ENDING_4_6_OUTRO_30_CHAR	$MCG
$LINE_ENDING_4_6_OUTRO_30_TEXT	Ich weiß es nicht ...
$LINE_ENDING_4_6_OUTRO_40_CHAR	$MCG
$LINE_ENDING_4_6_OUTRO_40_TEXT	Die Grube ... 
$LINE_ENDING_4_6_OUTRO_50_CHAR	$KNI
$LINE_ENDING_4_6_OUTRO_50_TEXT	Wir haben getan, was wir tun mussten.
$LINE_ENDING_4_6_OUTRO_60_CHAR	$KNI
$LINE_ENDING_4_6_OUTRO_60_TEXT	Wir hätten Zelemir auf keinen Fall aufhalten können.
$LINE_ENDING_4_6_OUTRO_70_CHAR	$KNI
$LINE_ENDING_4_6_OUTRO_70_TEXT	Und wenn Ihr stürbet, wäre Eztli-Tenoch befreit.
$LINE_ENDING_4_6_OUTRO_80_CHAR	$MCG
$LINE_ENDING_4_6_OUTRO_80_TEXT	Das macht es nicht im Geringsten besser.
$LINE_ENDING_4_6_OUTRO_90_CHAR	$MCG
$LINE_ENDING_4_6_OUTRO_90_TEXT	All diese Menschen ...
$LINE_ENDING_4_6_OUTRO_100_CHAR	$KNI
$LINE_ENDING_4_6_OUTRO_100_TEXT	Es ist ein schwarzer Tag...	
$LINE_ENDING_4_6_OUTRO_110_CHAR	$KNI
$LINE_ENDING_4_6_OUTRO_110_TEXT	Beschuldige dich nicht dafür, sie zu überleben.
$LINE_ENDING_4_6_OUTRO_120_CHAR	$MCG
$LINE_ENDING_4_6_OUTRO_120_TEXT	...
$SCENE_4_7_INTRO_TITLE	Zelemir folgen
$LINE_4_7_INTRO_00_CHAR	$MCG
$LINE_4_7_INTRO_00_TEXT	Ich weiß, dass es die Welt rettete ...
$LINE_4_7_INTRO_10_CHAR	$MCG
$LINE_4_7_INTRO_10_TEXT	Aber ich kann mich nicht einfach Zelemirs Aktionen ignorieren.
$LINE_4_7_INTRO_20_CHAR	$MCG
$LINE_4_7_INTRO_20_TEXT	Der Preis ist viel zu hoch.
$LINE_4_7_INTRO_30_CHAR	$HEA
$LINE_4_7_INTRO_30_TEXT	Kennst du die Risiken, die der Weg dorthin birgt?
$LINE_4_7_INTRO_40_CHAR	$HEA
$LINE_4_7_INTRO_40_TEXT	Ich werde ihm nicht erlauben, mit seinem Plan fortzufahren, aber wenn du bei uns bist, ist der ganze Plan in Gefahr.
$LINE_4_7_INTRO_50_CHAR	$MCG
$LINE_4_7_INTRO_50_TEXT	Ihr habt nur eine Chance, wenn ich dabei bin. Das weißt du.
$LINE_4_7_INTRO_60_CHAR	$HEA
$LINE_4_7_INTRO_60_TEXT	Dann soll's so sein, es ist deine Wahl.
$LINE_4_7_INTRO_70_CHAR	$BER
$LINE_4_7_INTRO_70_TEXT	Also gut! Zeit für einen Selbstmordangriff!
$LINE_4_7_INTRO_80_CHAR	$BER
$LINE_4_7_INTRO_80_TEXT	Ich brauche jetzt etwas Gewalt!
$LINE_4_7_INTRO_90_CHAR	$MAG
$LINE_4_7_INTRO_90_TEXT	So geht es mir auch. Ich werde dieses Monster nicht die Letzten meines Volks zerstören lassen.
$LINE_4_7_INTRO_100_CHAR	$DRA
$LINE_4_7_INTRO_100_TEXT	Euer Mut übersteigt Euren Anschein, Sterbliche. Gut gemacht.
$LINE_4_7_INTRO_110_CHAR	$DRA
$LINE_4_7_INTRO_110_TEXT	Meine Kinder werden sollen nicht ungerächt bleiben.
$LINE_4_7_INTRO_120_CHAR	$RAN
$LINE_4_7_INTRO_120_TEXT	Es ist toll, dass du moralisch standhaft bist und so weiter, aber ich bin zur Hölle nochmal weg von hier.
$LINE_4_7_INTRO_130_CHAR	$RAN
$LINE_4_7_INTRO_130_TEXT	Ich habe mir nicht den Weg zum Ausgang erkämpft, nur um mein Leben wegzuwerfen.
$LINE_4_7_INTRO_140_CHAR	$MCG
$LINE_4_7_INTRO_140_TEXT	Ich verstehe.
$LINE_4_7_INTRO_150_CHAR	$RAN
$LINE_4_7_INTRO_150_TEXT	Nun ... auf Wiedersehen.
$LINE_4_7_INTRO_160_CHAR	$MCG
$LINE_4_7_INTRO_160_TEXT	*Leb wohl, $RAN.
$LINE_4_7_INTRO_170_CHAR	$RAN
$LINE_4_7_INTRO_170_TEXT	...
$LINE_4_7_INTRO_180_CHAR	$RAN
$LINE_4_7_INTRO_180_TEXT	*$BER!
$LINE_4_7_INTRO_190_CHAR	$BER
$LINE_4_7_INTRO_190_TEXT	Yo.
$LINE_4_7_INTRO_200_CHAR	$RAN
$LINE_4_7_INTRO_200_TEXT	Du weißt, dass du sterben wirst, richtig?
$LINE_4_7_INTRO_210_CHAR	$BER
