flag	content	comment
$UI_CONTROLS_DEVICE	Gerät
$UI_CONTROLS_FAST	Schnell
$UI_CONTROLS_GAMEPAD	Gamepad
$UI_CONTROLS_GAMEPAD_MODEL	Model
$UI_CONTROLS_KEYBOARD	Maus & Tastatur
$UI_CONTROLS_LOGITECH	Logitech
$UI_CONTROLS_MENU	Menü
$UI_CONTROLS_MENU_ALT	Menü 2
$UI_CONTROLS_MINUS_PLUS_SPEED	-/+<N>Tempo
$UI_CONTROLS_MINUS_SPEED	langsamer
$UI_CONTROLS_MOVE_CURSOR	Mauszeiger bewegen:
$UI_CONTROLS_NAVIGATE_MENU	Menü steuern
$UI_CONTROLS_NONE	Keine
$UI_CONTROLS_NORMAL	Normal
$UI_CONTROLS_NUMS	font:18,off_y:1,off_x:-2
$UI_CONTROLS_OUYA	Ouya
$UI_CONTROLS_PAUSE	Pause
$UI_CONTROLS_PLUS_SPEED	<PLUS> Schnelle
$UI_CONTROLS_POINTER	Pointer
$UI_CONTROLS_PRESET_AZERTY	Azerty
$UI_CONTROLS_PRESET_COLEMAK	Colemak
$UI_CONTROLS_PRESET_CUSTOM	Eigene
$UI_CONTROLS_PRESET_DEFAULT	Standard
$UI_CONTROLS_PRESET_DVORAK	Dvorak
$UI_CONTROLS_PRESET_LEFTY	Linkshänder
$UI_CONTROLS_PRESET_PS	PlayStation
$UI_CONTROLS_PRESET_PSJ	Japanisch
$UI_CONTROLS_PRESET_QWERTY	Qwerty
$UI_CONTROLS_PRESET_QWERTZ	Qwertz
$UI_CONTROLS_PRESET_WIIU	WiiU Standard
$UI_CONTROLS_PRESET_XBOX	XBox Standard
$UI_CONTROLS_PRESETS	Voreinstellungen
$UI_CONTROLS_PS3	Playstation 3
$UI_CONTROLS_PS4	Playstation 4
$UI_CONTROLS_RECALL	Rückruf
$UI_CONTROLS_SCROLL	Karte bewegen,<N>Verteidiger platzieren
$UI_CONTROLS_SEE_ALSO	Siehe auch:
$UI_CONTROLS_SELECT	Wählen
$UI_CONTROLS_SLOW	Langsam
$UI_CONTROLS_SLOWEST	Langsamste
$UI_CONTROLS_SPEED	Geschwin-<N>digkeit
$UI_CONTROLS_SPEED_NUMS	font:13,off_x:0,off_y:0,text_off_x:0,text_off_y:-8
$UI_CONTROLS_SPELL	Zauber
$UI_CONTROLS_TAB_NAV	Tab-<N>Navigation
$UI_CONTROLS_TARGET	Ziel
$UI_CONTROLS_TITLE	Steuerung
$UI_CONTROLS_VIRTUAL_MOUSE	Virtuelle Maus
$UI_CONTROLS_XBOX1	Xbox One
$UI_CONTROLS_XBOX360	Xbox 360
$UI_CONTROLS_XINPUT	Xinput
$UI_CUTSCENE_SKIP_NUMS	font:15,y_off:-3,leading:-4
$UI_DEFENDER_BOOST	STÄRKEN: <PSI> Psi
$UI_DEFENDER_BOOST_MAX	MAXIMALE STÄRKE
$UI_DEFENDER_BOOST_NEED	STÄRKEN: Brauche <PSI> Psi
$UI_DEFENDER_BOOST_NEED_NUMS	font:11,x_off:0,y_off:2
$UI_DEFENDER_BOOST_UNLOCK	Wird auf STÄRKUNGSLEVEL <LVL> freigeschaltet.
$UI_DEFENDER_CLICK_TO	(Zum Aktivieren/Deaktivieren klicken)
$UI_DEFENDER_RECALL	Zurückrüfen
$UI_DEFENDER_RECALL_LINE	RÜCKRUF:<N>+<PSI> Psi
$UI_DEFENDER_TECHNIQUE	Technik
$UI_DEFENDER_TECHNIQUES	TECHNIKEN
$UI_DEFENDER_TRAIT	Merkmal
$UI_DEFENDER_TRAITS	MERKMALE
$UI_DEFQ_MODS	Mod
$UI_DEMO_IMPORT_OPTIONS	Einstellungen aus der Demo importieren?
$UI_DEMO_IMPORT_SAVES	Spielstände aus der Demo importieren?
$UI_DEMO_OPTIONS_DETECTED	Demo-Einstellungen gefunden!
$UI_DEMO_SAVES_DETECTED	Demo-Spielstände entdeckt!
$UI_DOWNLOAD_BODY	Klicke auf die Schaltfläche, um die <N> Desktop-Version des Spiels herunterzuladen. <N><N> Es wird in einem neuen Fenster/Tab geladen. <N> Es könnte eine kurze Verzögerung geben, <N> also warte eine Minute und klicke nicht wild auf den Knöpfen rum.
$UI_DOWNLOAD_LINUX	Linux
$UI_DOWNLOAD_MACINTOSH	Macintosh
$UI_DOWNLOAD_SOUNDTRACK	Soundtrack
$UI_DOWNLOAD_WARNING	DEAKTIVIERE DEINEN POPUP-BLOCKER!
$UI_DOWNLOAD_WINDOWS	Windows
$UI_DQ_SAVE_FILES	DQ<X> Spielstände
$UI_EQUIP_ALL_A_HEAVY	Gesamte schwere Rüstung angelegt!
$UI_EQUIP_ALL_A_HEAVY_EQUIPPED	Gesamte schwere Rüstung ausgerüstet!
$UI_EQUIP_ALL_A_LIGHT	Gesamte leichte Rüstung angelegt!
$UI_EQUIP_ALL_A_LIGHT_EQUIPPED	Gesamte leichte Rüstung ausgerüstet!
$UI_EQUIP_ALL_ACC_BOOK	Alle Bücher ausgerüstet!
$UI_EQUIP_ALL_W_BOW	Alle Bogen ausgerüstet!
$UI_EQUIP_ALL_W_BOW_EQUIPPED	Alle Bogen ausgerüstet!
$UI_EQUIP_ALL_W_STAFF	Alle Stäbe ausgerüstet!
$UI_EQUIP_ALL_W_STAFF_EQUIPPED	Alle Stäbe ausgerüstet!
$UI_EQUIP_ALL_W_SWORD	Alle Schwerter ausgerüstet!
$UI_EQUIP_ALL_W_SWORD_EQUIPPED	Alle Schwerter ausgerüstet!
$UI_EQUIP_CANT_SELL_UNIQUE	Kann einzigartige Gegenstände nicht verkaufen!
$UI_EQUIP_CANT_UPGRADE_A_HEAVY	Du hast keine schwere Rüstung, die ich verbessern könnte!
$UI_EQUIP_CANT_UPGRADE_A_LIGHT	Du hast keine leichte Rüstung, die ich verbessern könnte!
$UI_EQUIP_CANT_UPGRADE_W_BOW	Du hast keine Bogen, die ich verbessern könnte!
$UI_EQUIP_CANT_UPGRADE_W_STAFF	Du hast keine Stäbe, die ich verbessern könnte!
$UI_EQUIP_CANT_UPGRADE_W_SWORD	Du hast keine Schwerter, die ich verbessern könnte!
$UI_EQUIP_CLASS_CANT_A	Diese Klasse kann keine Rüstung anlegen!
$UI_EQUIP_CLASS_CANT_W	Diese Klasse kann keine Waffen ausrüsten!
$UI_EQUIP_COMPARE	vergleichen
$UI_EQUIP_EQUIP_AFTER	Nach Kauf ausrüsten
$UI_EQUIP_EQUIP_WHO	Wer soll damit ausgerüstet werden?
$UI_EQUIP_EQUIPPED	Ausgerüstet
$UI_EQUIP_MAX_OWNED	MAXIMALE ANZAHL IN BESITZ
$UI_EQUIP_NAME	Name
$UI_EQUIP_NO_A_HEAVY	Keine schwere Rüstung in Besitz!
$UI_EQUIP_NO_A_HEAVY	Keine schwere Rüstung in Besitz!
$UI_EQUIP_NO_A_LIGHT	Keine leichte Rüstung in Besitz!
$UI_EQUIP_NO_A_LIGHT	Keine leichte Rüstung in Besitz!
$UI_EQUIP_NO_ACC_BOOK	Keine Bücher in Besitz!
$UI_EQUIP_NO_W_BOW	Keine Bogen in Besitz!
$UI_EQUIP_NO_W_BOW	Keine Bogen in Besitz!
$UI_EQUIP_NO_W_STAFF	Keine Stäbe in Besitz!
$UI_EQUIP_NO_W_STAFF	Keine Stäbe in Besitz!
$UI_EQUIP_NO_W_SWORD	Keine Schwerter in Besitz!
$UI_EQUIP_NO_W_SWORD	Keine Schwerter in Besitz!
$UI_EQUIP_OWNED	in Besitz
$UI_EQUIP_OWNER	Besitzer
$UI_EQUIP_PRICE	Preis
$UI_EQUIP_SELL_OLD_ARMOR_FOR	Verkaufe alte Rüstung für <SELL_PRICE> Kram?
$UI_EQUIP_SELL_OLD_WEAPON_FOR	Verkaufe alte Waffe für <SELL_PRICE> Kram?
$UI_EQUIP_SHOW_EQUIPPED	Zeige Ausrüstung
$UI_EQUIP_SHOW_EQUIPPED	Zeige Ausrüstung
$UI_EQUIP_STAT	Stat
$UI_EQUIP_WHO_WILL	Wer wird ausrüsten:
$UI_EULA_TITLE	Endnutzer-Lizenzvertrag
$UI_GAMEPLAY_ALWAYS	Immer
$UI_GAMEPLAY_AUTO_UPDATE	Auto-Aktualisierungen
$UI_GAMEPLAY_BATTLE_NUMBERS	Schadenszahlen
$UI_GAMEPLAY_CLOUD_SAVE	Cloud-Spielstände
$UI_GAMEPLAY_DEFAULT	Nur neue Schlachten
$UI_GAMEPLAY_DIALOGUE	Dialog
$UI_GAMEPLAY_DISABLE_UPDATER	Auto-Aktualisierungen ausschalten
$UI_GAMEPLAY_ENABLE_UPDATER	Auf Updates prüfen, wenn das Spiel startet
$UI_GAMEPLAY_HIDE	Verstecken
$UI_GAMEPLAY_MISCELLANEOUS	Verschiedenes
$UI_GAMEPLAY_NEVER	Nie
$UI_GAMEPLAY_OFF	Aus
$UI_GAMEPLAY_ON	An
$UI_GAMEPLAY_SHOW	Zeigen
$UI_GAMEPLAY_SLOW_FOOTNOTE	Könnte das Spiel verlangsamen
$UI_GAMEPLAY_TRACK_NO	Werte mich nicht aus!
$UI_GAMEPLAY_TRACK_YES	Lass uns anonyme Spielstatistiken aufzeichnen
$UI_GAMEPLAY_TRACKING	Datenaufzeichnung
$UI_GAMEPLAY_TUTORIALS	Tutorials
$UI_GRAPHICS_HD	HD
$UI_GRAPHICS_ORIGINAL	Original
$UI_HIGH	Hoch
$UI_HIGH()	Hoch(<X>)
$UI_LEGACY_IMPORT_SAVES	Spielstände aus einer älteren Version von Defender's Quest importieren?
$UI_LEGACY_SAVES_DETECTED	Veraltete Spielstände gefunden!
$UI_LOGGING_ALWAYS	Immer
$UI_LOGGING_ASK	Immer fragen
$UI_LOGGING_CRASH	Crash-Logs aufzeichnen
$UI_LOGGING_CRASH_CONTENT	Crash-Log hinzufügen:
$UI_LOGGING_CRASH_OPTIONS	Einstellungen
$UI_LOGGING_CRASH_REPLAY	Benutzereingabe-Aufzeichnungen
$UI_LOGGING_CRASH_SAVES	Spielstände
$UI_LOGGING_CRASH_SCREENSHOT	Screenshot
$UI_LOGGING_CRASH_SYSTEM	Systemdetails
$UI_LOGGING_NEVER	Nie
$UI_LOGGING_SEND	Crash-Logs an Entwickler schicken
$UI_LOGGING_TITLE	Logs
$UI_LOW	Niedrig
$UI_LOW()	Niedrig(<X>)
$UI_MISC_NUMS	font:18,off_y:1,off_x:-2
$UI_MISC_TITLE	Sonstiges
$UI_MOD_ALL_FILES	Alle Dateien (*.*)
$UI_MOD_AUTHOR	Autor
$UI_MOD_BKGS	<PLUS>42M Hintergrund-Zeichnungen
$UI_MOD_BROWSE_QUEUE	Lokale Schlange durchsuchen ??
$UI_MOD_BROWSE_WORKSHOP	Steam-Workshop durchsuchen
$UI_MOD_CREATE_NEW	Neue Mod erstellen
$UI_MOD_DATA_ONLY	Nur Daten (1M)
$UI_MOD_DEFQ_SAVE	Defender's Quest Spielstände (*.dfq)
$UI_MOD_DOWNLOAD	Lade Mod herunter
$UI_MOD_DOWNLOAD_TEXT	
$UI_MOD_EDIT	Ändern
$UI_MOD_EXISTS	Mod existiert.<N>Laden?
$UI_MOD_EXPORT_CANCEL	Export abgebrochen!
$UI_MOD_EXPORT_CANCEL_TEXT	Dateien befinden sich unter:
$UI_MOD_EXPORT_CHURN	Schrit <TASK_PROGRESS><N><N><TASK><N><PROGRESS>
$UI_MOD_EXPORT_FAIL	Export fehlgeschlagen!
$UI_MOD_EXPORT_FAIL_TEXT	Es gab einen Fehler!
$UI_MOD_EXPORT_FINISH	Export vollständig!
$UI_MOD_EXPORT_FINISH_TEXT	Deine Mod befindet sich unter:
$UI_MOD_EXPORTING	Exportiere Dateien
$UI_MOD_INSTALL_ERROR	Der Name für das Modverzeichnis existiert bereits.<N>Versuchen, mit einem Suffix zu installieren?
$UI_MOD_INSTALL_ERROR2	Sorry, wir konnten die Mod nicht installieren.
$UI_MOD_INSTALL_STANDALONE	Von ZIP aus installieren
$UI_MOD_LATER	Später
$UI_MOD_LOAD_EXISTING	Bestehende Mod laden
$UI_MOD_LOAD_FAIL	Laden fehlgeschlagen
$UI_MOD_LOAD_FAIL_TEXT	Fehler beim Laden der Mod:
$UI_MOD_LOAD_FINISH	Laden erfolgreich
$UI_MOD_LOAD_FINISH_TEXT	Mod erfolgreich geladen.<N>Das Spiel wird jetzt neu starten.
$UI_MOD_LOAD_MOD	Mod laden
$UI_MOD_LOAD_MOD_TEXT	Lade Mod <LQ><MOD><RQ>?<N>Spiel wird neu gestartet.
$UI_MOD_LOADING	Lade Mod …
$UI_MOD_MISSING	Konnte keine settings.xml finden.<N>Entweder ist dort keine Mod,<N>oder sie ist kaputt.
$UI_MOD_MISSING_SUBSCRIBE	Abonnierte Dateien
$UI_MOD_MISSING_SUBSCRIBE_TEXT	Möchtest du die<N><NUM> abonnierten Workshop-Datei(en) herunterladen?
$UI_MOD_MOD_INCOMPAT_TEXT	<N>Datei ist aus einer anderen Mod,<N>sie könnte inkompatibel sein.<N><N>Import dennoch versuchen?
$UI_MOD_MOVIES	<PLUS>13M Zwischensequenzen
$UI_MOD_NAME	Gebe einen Namen für die Mod ein
$UI_MOD_NORM_INCOMPAT_TEXT	<N>Eine Mod ist aktiv, aber diese<N>Datei ist aus dem normalen Spiel,<N>sie könnte inkompatibel sein.<N><N>Import dennoch versuchen?
$UI_MOD_NOT_DIR	Hey!<N>Das ist noch nicht einmal ein Verzeichnis!<N>Versuch es nochmal.
$UI_MOD_PATH	Pfad zu Mod-Dateien …
$UI_MOD_PLAY	Spielen
$UI_MOD_PLEASE_WAIT	Bitte warte, während<N>wir deine Mod laden
$UI_MOD_PROGRESS	Schritt <TASK><N>Datei <FILE><N>
$UI_MOD_SELECT_DIR	Mod-Verzeichnis auswählen
$UI_MOD_SHARE	Teilen
$UI_MOD_SHARE_TEXT_LOCAL	Dies wird deine Mod in eine einzige Datei für eine einfache Verteilung packen.
$UI_MOD_SHARE_TEXT_STEAM	Dies wird deine Mod packen und in den Steam Workshop hochladen.
$UI_MOD_SHARE_TITLE	Mod teilen
$UI_MOD_SHARED	Geteilt
$UI_MOD_SPRITES	<PLUS>4M Sprites
$UI_MOD_STEAM_SEND	An Steam senden
$UI_MOD_STEAM_UPLOAD	Zu Steam hochladen …
$UI_MOD_STEAM_WAIT	Warten auf Antwort von Steam …<N>(Könnte etwas dauen)
$UI_MOD_SUBSCRIBED	Abonniert
$UI_MOD_TEMPLATE_SETTINGS	Mod-Template-Einstellungen
$UI_MOD_TITLE	Modifikationen
$UI_MOD_TITLE	Modifikationen
$UI_MOD_UPDATE	Aktualisieren
$UI_MOD_UPDATE_STEAM_FINISH	Vollständig aktualisiert
$UI_MOD_UPDATE_STEAM_FINISH_TEXT	Mod erfolgreich im<N>Steam Workshop aktualisiert.
$UI_MOD_UPDATE_TEXT_STEAM	Dies wird deine Mod im Steam Workshop aktualisieren.
$UI_MOD_WEB_BROWSER	Webbrowser
$UI_MOD_WORKSHOP	Workshop
$UI_MOD_ZIP_FAIL	Packen ist fehlgeschlagen.
$UI_MOD_ZIP_FAIL_TEXT	Ein Fehler trat während des Zippens der Dateien auf.
$UI_MOD_ZIP_FILES	Zip-Dateien (*.*)
$UI_MOD_ZIP_FINISH	Vollständig gepackt
$UI_MOD_ZIP_FINISH_TEXT	Mod erfolgreich gezippt.
$UI_MOD_ZIP_PROGRESS	Aufgabe <TASK><N>Datei <FILE><N>
$UI_MOD_ZIP_STEAM_FAIL	Upload fehlgeschlagen!
$UI_MOD_ZIP_STEAM_FAIL_TEXT	Konnte die Mod nicht zum<N>Steam Workshop hochladen.
$UI_MOD_ZIP_STEAM_FINISH	Upload vollständig
$UI_MOD_ZIP_STEAM_FINISH_TEXT	Mod vollständig in den<N>Steam Workshop hochgeladen.
$UI_MOD_ZIPPING	Packe Mod-Dateien
$UI_MOVIE_END	Ende
$UI_MOVIE_END	Ende
$UI_MOVIE_QUEST	Aufgabe
$UI_MOVIE_SCENE	Szene
$UI_MOVIE_SELECT_A_MOVIE	Filmsequenz auswählen
$UI_MUSIC	Musik
$UI_NORM_MOD_INCOMPAT_TEXT	<N>Datei ist aus einer Mod,<N>sie könnte inkompatibel sein.<N><N>Import dennoch versuchen?
$UI_OPTIONS_MENU	Optionsmenü
$UI_OPTIONS_NUMS	font:18,off_y:1,off_x:-2
$UI_OPTIONS_SPEED	Spielgeschwindigkeit
$UI_OPTIONS_TITLE	Optionen
$UI_QUIT_NUMS	font:16,off_y:3,off_x:0
$UI_RECRUIT_BERSERKER_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_CANCEL_NUMS	font:13,off_y:2
$UI_RECRUIT_CLASS_FULL	KLASSE IST VOLL
$UI_RECRUIT_DRAGON_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_HEALER_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_KNIGHT_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_MAGE_NUMS	font:12,x_off:0,y_off:2
$UI_RECRUIT_RANGER_NUMS	font:12,x_off:0,y_off:2
$UI_RESOLUTION_CHOICES	Verfügbar:
$UI_RESOLUTION_CURRENT	Derzeit:
$UI_RESOLUTION_CURRENT_PARENTHESES	(Derzeit)
$UI_RESOLUTION_TITLE	Monitor-Auflösung
$UI_RESTART_NUMS	font:18,off_y:1,off_x:-2
$UI_SAVE_CONFIRM_DELETE	Löschen bestätigen?
$UI_SAVE_CONFIRM_DELETE_TEXT	PERMANENT diesen<N>Spielstand löschen?
$UI_SAVE_DEMO_ATTENTION	Achtung!
$UI_SAVE_DEMO_IMPORT	Demo-Import
$UI_SAVE_DEMO_IMPORT_TEXT	Die Datei ist aus der DEMO. Einige Anpassungen könnten vorgenommen werden.<N>Ist das ok?
$UI_SAVE_DEMO_NEWER	<N>Die Datei ist aus einer NEUEREN Version des Spiels,<N>sie könnte inkompatibel sein.<N>Den Import dennoch versuchen?
$UI_SAVE_DEMO_OLDER	<N>Die Datei ist aus einer ÄLTEREN Version des Spiels,<N>einige Anpassungen könnten vorgenommen werden.<N>Ist das ok?
$UI_SAVE_ERROR_INCOMPAT	Inkompatibel
$UI_SAVE_ERROR_INCOMPAT_TEXT	Fehler! Du spielst die DEMO<N>und die Datei ist aus der VOLLversion.
$UI_SAVE_MENU_CHECK_GOG	Überprüfe GOG auf kostenlose Aktualisierungen!
$UI_SAVE_MENU_DOWNLOAD	Hole die herunterladbare Version
$UI_SAVE_MENU_FULL_VERSION	Vollversion
$UI_SAVE_MENU_KONG_DEMO	<RE>$MISC_DEMO_VERSION
$UI_SAVE_MENU_KONG_DEMO_LOGIN_FULL	Demo – Logge dich bei Kongregate ein, um Zugriff zur Vollversion zu erlangen!
$UI_SAVE_MENU_KONG_DEMO_LOGIN_XDEMO	Demo – Logge dich bei Kongregate ein, um Zugriff zu weiterem Inhalt zu haben!
$UI_SAVE_MENU_KONG_XDEMO	Erweiterte Demo
$UI_SAVE_MENU_KONG_XDEMO_LOGIN	Erweiterte Demo – Logge dich bei Kongregate ein, um Zugriff zur Vollversion zu erlangen!
$UI_SAVE_MENU_LOADED	Vollständig geladen!
$UI_SAVE_PATH	Pfad zum Abspeichern …
$UI_SAVE_SELECT_DIR	Speicherverzeichnis auswählen
$UI_SELECT_A_FILE_TEXT	Bitte wähle einen Spielstand zum Importieren
$UI_SELECT_A_FILE_TITLE	Bitte wähle eine Datei!
$UI_SFX	SFX:
$UI_SHOP_BUY_NOW_NUMS	font:13
$UI_SHOP_BUY_TAB_NUMS	font:16
$UI_SHOP_EQUIP_NUMS	font:12,y_off:4
$UI_SHOP_SELL_NOW_NUMS	font:12
$UI_SHOP_SELL_TAB_NUMS	font:13,y_off:2
$UI_SHOP_SWORD_NUMS	font:13,y_off:-2
$UI_SKILLS_CLICK_TO_UPGRADE	Zum Verbessern klicken.
$UI_SKILLS_MAX	MAXIMUM
$UI_SKILLS_MOUSE_OVER	Zum Ansehen mit Maus überfahren.
$UI_SKILLS_NO_LEARN_SPELL	Du hast diesen Zauber noch nicht gelernt.
$UI_SKILLS_NO_POINTS	Keine Punkte verfügbar.
$UI_SKILLS_REQ_1PT	BENÖTIGT: Char. Level <LVL>,<N><PT> Punkt bei <SKILL>
$UI_SKILLS_REQ_XPT	BENÖTIGT: Char. Level <LVL>,<N><PT> Punkte in <SKILL>
$UI_TIPS_TITLE	Tipps & Tricks
$UI_TOWN_LEAVE_NUMS	font:11,y_off:4
$UI_TOWN_RECRUIT_NUMS	font:11,y_off:4
$UI_UPDATER_ASK_DOWNLOAD	Das Update herunterladen?
$UI_UPDATER_CANCEL	<RE>$MISC_CANCEL
$UI_UPDATER_CHECKING	Überprüfe auf Updates …
$UI_UPDATER_CHECKSUM	Berechne Prüfsumme …
$UI_UPDATER_CHECKSUM_MISMATCH	Die Prüfsumme der Datei entsprach nicht unserer Erwartung. <N><N> Mögliche Ursachen sind ein unvollständiger Download (wahrscheinlich), ein Sicherheitsproblem (unwahrscheinlich) oder aber Kosmische Strahlung (man kann nie wissen!). <N><N> Jedenfalls ging das Update schief.
$UI_UPDATER_CLOSE_WINDOW	Du musst vor Installation des Updates dieses Fenster schließen.
$UI_UPDATER_CONNECT_AGAIN	Verbinde wieder
$UI_UPDATER_CONNECTING	Verbinde zum Server …
$UI_UPDATER_CURRENT_VERSION	Aktuelle Version:<T>
$UI_UPDATER_DEB	DEB-Paket
$UI_UPDATER_DETAILS	Details:
$UI_UPDATER_DOWNLOADED	Update heruntergeladen!
$UI_UPDATER_DOWNLOADING_FILE	Lade Update-Datei herunter …
$UI_UPDATER_DOWNLOADING_SIG	Lade Update-Signatur herunter …
$UI_UPDATER_ERROR!	FEHLER!
$UI_UPDATER_EXITING	Schließe Programm …
$UI_UPDATER_FILE_IS_AT	Dein Update befindet sich bei:
$UI_UPDATER_GIVE_UP	Aufgeben
$UI_UPDATER_IF_NO_WINDOW	Sollte sich kein Weiterleitungs-Ordner öffnen, versuche manuell dorthin zu gehen.
$UI_UPDATER_INSTALLING	Installiere Update …
$UI_UPDATER_NAVIGATE_NOW	Zur Datei weiterleiten?
$UI_UPDATER_NAVIGATING	Leite zur Datei …
$UI_UPDATER_NEWEST_VERSION	Neueste Version:<T>
$UI_UPDATER_NO_BIG_DEAL	Das ist keine große Sache, du kannst immer noch das Spiel spielen, du kannst schlichtweg den Update-Server momentan nicht erreichen.
$UI_UPDATER_NO_DOWNLOAD	Konnte Update-Datei nicht herunterladen.
$UI_UPDATER_NO_INFO	Konnte Update-Informationen auf dem Server nicht finden.
$UI_UPDATER_NO_UPDATES	Keine Updates verfügbar.
$UI_UPDATER_NO_VERIFY	Konnte Update-Datei nicht verifizieren.
$UI_UPDATER_NOTE	Hinweis:
$UI_UPDATER_PLEASE_WAIT	<RE>$MISC_PLEASE_WAIT
$UI_UPDATER_RPM	RPM-Paket
$UI_UPDATER_SECURED_WITH	Dieses Update ist über HTTPS <N> und „Public Key Fingerprint“-Autorisierung abgesichert.
$UI_UPDATER_SECURITY	Aus Sicherheitsgründen musst du das geladene Installationsprogramm manuell ausführen. <N><N> Dieses Programm wird dich zur Position der Datei leiten.
$UI_UPDATER_SERVER_TIMEOUT	Server-Zeitüberschreitung!
$UI_UPDATER_TARGZ	TAR.GZ-Archiv
$UI_UPDATER_TRY_AGAIN	Neu versuchen
$UI_UPDATER_TRYING_30	Versuche für 30 Sekunden
$UI_UPDATER_UPDATE_EXISTS	Aktualisierte Version verfügbar!
$UI_VIDEO_AOE	Umgebungs-Angriffe hervorheben
$UI_VIDEO_BIT_DEPTH	Tiefe
$UI_VIDEO_CAN_SLOW_GAME	(Kann das Spiel verlangsamen)
$UI_VIDEO_CHANGE_RES	Auflösung ändern
$UI_VIDEO_CHANGE_RES_BUTTON	Ändere es!
$UI_VIDEO_CHANGE_RES_TO	Auflösung ändern zu <X>
$UI_VIDEO_CUTSCENES	Zwischensequenzen
$UI_VIDEO_FULLSCREEN	Vollbild
$UI_VIDEO_GRAPHICS	Grafik
$UI_VIDEO_HD	Wide (16:9)
$UI_VIDEO_IF_DOESNT_WORK	Wenn die neue Auflösung nicht funktioniert,<N>wird sie nach wenigen Sekunden zurückgesetzt.
$UI_VIDEO_MATCH_MONITOR	Vollbildaflösung übernehmen
$UI_VIDEO_MODE	Modus
$UI_VIDEO_MOUSE	Mauszeiger
$UI_VIDEO_MOUSE_DEFAULT	Standard
$UI_VIDEO_MOUSE_FANCY	Schick
$UI_VIDEO_NUMS	font:18,off_y:1,off_x:-2
$UI_VIDEO_PARTICLES	Teilchen
$UI_VIDEO_PIXELS	Pixel
$UI_VIDEO_RECOMMENDED	Empfohlen:
$UI_VIDEO_REFRESH	Aktualisieren
$UI_VIDEO_RES_CHANGED	Die Auflösung hat sich geändert.<N>Gefällt es dir?<N><N>Zurücksetzen in <TIME> Sekunden.
$UI_VIDEO_RESOLUTION	Vollbildauflösung
$UI_VIDEO_SCALE	Strecken
$UI_VIDEO_SCREEN_POS	Bildschirmposition
$UI_VIDEO_SCREEN_SIZE	Fenstergröße
$UI_VIDEO_SD	Standard (4:3)
$UI_VIDEO_SELECT_NEW	Neu wählen...
$UI_VIDEO_SETTINGS	Video-Optionen
$UI_VIDEO_SHOW_ALL_RES	Zeige alle Auflösungen
$UI_VIDEO_SPRITES	Sprites
$UI_VIDEO_STANDARD_RATIO	(Standard-Verhältnis)
$UI_VIDEO_SWIRL	Kampfanimation
$UI_VIDEO_TITLE	Video
$UI_VIDEO_WARNING	Video-Optionen sind im Browser-Modus deaktiviert.
$UI_VIDEO_WARNING2	Dein System unterstützt das Ändern der Auflösung im Spiel leider nicht :(
$UI_VIDEO_WARNING3	Im KOMPATIBILITÄTSMODUS ist das Ändern der Auflösung deaktiviert.<N><N>Tut uns leid!
$UI_VIDEO_WIDESCREEN	(Breitbild)
$UI_VIDEO_WINDOWED	Im Fenster
$WEAK_DMG_MULT	<PLUS><PERCENT>% Extraschaden von <FLAVOR>
$YOU_GOT	Du erhältst
$YOU_GOT_JOIN	<NAME> der Klasse <CLASS><N>ist der Gruppe beigetreten!
$YOU_GOT_MONEY	Du bekommst <MONEY> Kram!
$YOU_GOT_NEW_GAME_PLUS_TEXT	Gratuliere! Du kannst jetzt ein neues Abenteuer mit deiner alten Gruppe starten!<N><N>Stelle dich mutierten Feinden mit neuen Talenten, verstärke deine Ausrüstung mit tollen neuen Zaubern und füge deiner Bibliothek viele neue Bücher hinzu. Löse zahlreiche neue Nebenaufgaben mit weiteren Zwischensequenzen, schalte Entwicklerkommentare frei, übersetze Eztli-Tenochs Sprache, triff neue Charaktere und noch viel, viel mehr!<N><N><RE>[$NEW_GAME_PLUS_NOTE]<N><N>Du kannst jederzeit zum <LQ>normalen<RQ> Spiel wechseln.
$YOU_GOT_NEW_GAME_PLUS_TITLE	Neues Spiel+ freigeschaltet!
$YOU_GOT_NO_EQUIP	Dieser Gegenstand kann nicht ausgerüstet werden.
$YOU_GOT_NO_EQUIP_YET	Niemand in deiner Gruppe kann momentan <THING> ausrüsten.<N>Keine Sorge, spiel einfach weiter und neue Charaktere tauchen auf, die es können.
$YOU_GOT_X	<NUM>x <THING>!
$MISC_PLEASE_RECONNECT_CONTROLLER	Bitte schließen Sie den Controller wieder an.
$PRESS_A	Drücken Sie <A>, um fortzufahren.
$MISC_REQUIRES_RESTART	(Neustart erforderlich)
$MISC_PICTURE_SIZE	Bildgröße
$MISC_SIGNED_OUT	<USER> hat sich abgemeldet.
$MISC_SIGNED_IN	Angemeldet als <USER>.
$MISC_RESTART_XBOX Deine Xbox neu starten?
$MISC_SWITCH_USER	Benutzer wechseln
$ACTIONS_BATTLECONTROLS	Kampf
$ACTIONS_BATTLE_BACK	<RE>$BATTLE_BACK
$ACTIONS_BATTLE_CYCLE_NEXT	Nächster<N>Verteidiger
