flag	content	comment
$TITLE_START_DEMO	Lancer la DÉMO
$YOU_GOT_NO_EQUIP_YET	Personne dans votre groupe ne peut encore équiper <THING>. Ne vous en faites pas, continuez à jouer et de nouveaux personnages capables de le faire vous rejoindront bientôt.
$YOU_GOT_NO_EQUIP	Cet objet ne peut pas être équipé.
$TOOLTIP_CASUAL	En mode Occasionnel, les ennemis ont moins de points de vie et infligent moins de dégâts.
$TOOLTIP_NORMAL	Le défi normal.<N><N>La plupart des joueurs devraient commencer par ce mode.
$TOOLTIP_ADVANCED	Un défi plus ardu, avec de plus belles récompenses.<N><N>Revenez lorsque vous serez assez fort.
$TOOLTIP_EXTREME	Le défi le plus difficile, avec les plus belles récompenses.<N><N>Préparez-vous !
$TIP_00_TITLE	Coincé ?
$TIP_00_TEXT	<N><N>Il peut parfois être utile de revenir en arrière pour rejouer un niveau précédent afin de gagner de l'expérience, de l'argent, et d'acquérir un meilleur équipement. Vous pouvez également essayer la difficulté « Occasionnel » pour vous simplifier un peu les choses.
$TIP_10_TITLE	Raccourcis
$TIP_10_TEXT	Vous pouvez contrôler le jeu au clavier !<N><N>- Sélection des sorts<N>- Sélection des défenseurs à invoquer<N>- Booster / Rappeler les défenseurs<N>- Pause / Reprise<N>- Défilement des défenseurs invoqués<N>- Modification des options de ciblage / vitesse<N>- Navigation entre les onglets de l'interface<N>- Déplacement du pointeur / clic au clavier<N><N>(Personnalisez les touches depuis le menu Options)
$TIP_20_TITLE	Compétences
$TIP_20_TEXT	Chaque défenseur gagne 1 point de compétence lorsqu'il gagne un niveau.<N><N>Affectez ces points dans le menu groupe pour déverrouiller de nouvelles capacités de combat.<N><N>1) TECHNIQUES (rond) - Des attaques utilisables au combat<N>2) TRAITS (carré) - Des capacités passives, qui fonctionnent en permanence<N><N>Les techniques les plus avancées nécessitent de booster un personnage pour qu'il puisse les utiliser.
$TIP_30_TITLE	Qui gagne de l'expérience ?
$TIP_30_TEXT	<N><N>À la fin d'une bataille, tout le monde gagne la même quantité d'expérience, à condition d'avoir été invoqué et d'être encore en vie.<N><N>Les autres gagnent la moitié d'expérience. L'EXP par personnage est la même, quel que soit le nombre de personnages.<N><N>Vous pouvez modifier cette pénalité depuis le menu Accessibilité.
$TIP_40_TITLE	Carte
$TIP_40_TEXT	Vous pouvez cliquer-glisser pour faire défiler la carte, ou bien naviguer à l'aide du clavier.<N><N>Le défilement est associé par défaut aux touches fléchées.
$TIP_50_TITLE	Rappel pour 100% de Psi
$TIP_50_TEXT	Rappeler des défenseurs ne vous permet normalement de récupérer qu'une fraction de l'énergie Psi investie.<N><N>Si vous les rappelez avant l'apparition du premier ennemi, vous récupérerez cependant 100% de votre Psi.
$TIP_60_TITLE	Site web et forum
$TIP_60_TEXT	Si vous avez une question, rejoignez la communauté en ligne de Defender's Quest sur le site www.defendersquest.com !<N><N>Nous disposons d'un forum où vous pourrez poser vos questions, d'un wiki collaboratif, ainsi que d'un blog de développement.
$TIP_70_TITLE	Placer les défenseurs
$TIP_70_TEXT	Vous pouvez utiliser le clavier pour placer des défenseurs pendant la bataille.<N><N>Les commandes sont associées par défaut aux touches fléchées.
$TIP_80_TITLE	Effets de bataille
$TIP_80_TEXT	La couleur des nombres affichés indique le type des dégâts infligés. Blanc correspond à des dégâts normaux, gris à des dégâts minorés par une armure, rouge à des dégâts de saignement, orange à des dégâts de feu, violet à des dégâts de poison, et un nombre en gras indique un coup critique.<N><N>Vous pouvez activer ou désactiver l'affichage de ces nombres depuis le menu Options.
$TIP_90_TITLE	Objets uniques
$TIP_90_TEXT	En jouant certains niveaux à des niveaux de difficulté supérieurs, vous pourrez parfois gagner des objets uniques. Ces puissants artefacts ne peuvent pas être trouvés dans les boutiques.
$TIP_100_TITLE	Rappel
$TIP_100_TEXT	Rappeler des défenseurs invoqués vous permet de récupérer une fraction de l'énergie Psi investie.<N><N>La quantité récupérée diminue lorsque le défenseur est blessé.
$TIP_110_TITLE	Accessibilité
$TIP_110_TEXT	Si vous souffrez d'un handicap, vous pouvez ajuster certains paramètres depuis le menu Options :<N><N>1) Vidéo - Jouer en mode plein écran, mettre les graphismes à l'échelle<N>2) Commandes - Modifier les contrôles du jeu<N>3) Accessibilité - Active ou désactive certains effets, modifie la vitesse de jeu et le multiplicateur d'expérience
$TIP_110C_TEXT	Si vous souffrez d'un handicap, vous pouvez ajuster certains paramètres depuis le menu Options :<N><N>1) Commandes - Modifier les contrôles du jeu<N>2) Accessibilité - Active ou désactive certains effets, modifie la vitesse de jeu et le multiplicateur d'expérience
$TIP_120_TITLE	Message d'intérêt général
$TIP_120_TEXT	Ce conseil est juste là afin que personne n'essaye d'analyser des codes ou de déchiffrer des énigmes.
$TIP_130_TITLE	Options de ciblage
$TIP_130_TEXT	Si vous cliquez sur un défenseur, vous pourrez lui donner différentes consignes de ciblages, comme de favoriser les ennemis en avant, en arrière, les plus forts, les plus faibles ou les plus rapides. Servez-vous de ces paramètres pour optimiser vos attaques. Par exemple, « fort » peut vous permettre de vous concentrer sur les grosses unités, ou d'affaiblir une horde d'ennemis.
$TIP_130C_TEXT	Si vous sélectionnez un défenseur, vous pourrez lui donner différentes consignes de ciblages, comme de favoriser les ennemis en avant, en arrière, les plus forts, les plus faibles ou les plus rapides. Servez-vous de ces paramètres pour optimiser vos attaques. Par exemple, « fort » peut vous permettre de vous concentrer sur les grosses unités, ou d'affaiblir une horde d'ennemis.
$TIP_140_TITLE	Ciblage avancé
$TIP_140_TEXT	En plus des options de ciblage de base, il existe quatre paramètres optionnels : <N><N>1) Technique la moins chère<N>2) Optimiser les effets<N>3) Meilleure chance<N>4) Mode bulldog<N><N>Ces paramètres ne sont pas obligatoires, mais ils peuvent aider les joueurs expérimentés à optimiser leurs stratégies. Vous pouvez même sauvegarder les paramètres de ciblage par défaut d'un personnage donné !
$TIP_150_TITLE	Feu et glace
$TIP_150_TEXT	Le feu et la glace ne font pas bon ménage. Transi et Gelé éteindront Embrasé, et Embrasé fera fondre Gelé et annulera Transi.
$TIP_160_TITLE	Hauts niveaux de difficulté
$TIP_160_TEXT	Les difficultés « Avancé » et « Extrême » seront en général trop dures pour être tentées immédiatement.<N><N>Tentez le coup après avoir remporté les quelques batailles suivantes en mode normal.
$TIP_170_TITLE	Équipement
$TIP_170_TEXT	Lorsque vous achetez de l'équipement pour un personnage, ses anciennes possessions peuvent vous permettre d'améliorer d'autres membres de votre groupe à moindres frais.
$TIP_180_TITLE	L'union fait la force
$TIP_180_TEXT	Grouper vos défenseurs force les ennemis à répartir leurs attaques, ce qui augmente les chances de survie de vos personnages.<N><N>Le défaut de cette stratégie est que vous couvrez une zone de plus petite taille.
$TIP_190_TITLE	Multiplicateurs de gains
$TIP_190_TEXT	Si vous souhaitez ajuster la vitesse de montée en niveau de vos personnages, vous pouvez modifier le multiplicateur global de gain d'expérience depuis le menu Options.<N><N>Le réglage par défaut est à 100 %.<N><N>Vous pouvez également modifier le multiplicateur pour les gains de Camelote.
$TIP_200_TITLE	Désactivation de techniques
$TIP_200_TEXT	Il peut arriver qu'une technique particulière vienne perturber vos projets (les boules de feu des Dragons peuvent par exemple libérer des ennemis que vous venez de geler). Vous pouvez également avoir envie de garder une attaque puissante pour plus tard. Dans ce cas, vous pouvez cliquer sur un défenseur, puis sur une technique dans le menu en bas à droite afin de la désactiver temporairement.
$TIP_200C_TEXT	Il peut arriver qu'une technique particulière vienne perturber vos projets (les boules de feu des Dragons peuvent par exemple libérer des ennemis que vous venez de geler). Vous pouvez également avoir envie de garder une attaque puissante pour plus tard. Dans ce cas, vous pouvez sélectionner un défenseur, puis sur une technique dans le menu en bas à droite afin de la désactiver temporairement.
$TIP_210_TITLE	Où sont mes sauvegardes ?
$TIP_210_TEXT	Dans le menu Sauvegarde, vous trouverez un bouton orné d'une icône en forme de dossier avec une clé anglaise.<N><N>Ce bouton vous amènera à l'emplacement où vos sauvegardes et votre fichier de configuration sont enregistrés.
$TIP_220_TITLE	Nouvelle partie+
$TIP_220_TEXT	Une fois le jeu normal terminé, vous pourrez vous lancer dans une nouvelle aventure avec votre ancien groupe, avec des batailles plus difficiles et des récompenses de folie !<N><N>Depuis le menu Sauvegarde, sélectionnez NOUVELLE PARTIE+ sur votre ancien emplacement de sauvegarde.
$TIP_230_TITLE	Améliorations
$TIP_230_TEXT	En mode NP+, vous pourrez obtenir des artéfacts spéciaux qui vous permettront d'améliorer l'équipement unique récolté au cours d'une partie normale. Ces objets améliorés sont dotés de pouvoirs spéciaux !
$TIP_240_TITLE	Missions bonus
$TIP_240_TEXT	Lorsque vous aurez gagné suffisamment d'Étoiles, vous commencerez à déverrouiller des batailles bonus. Ces missions spéciales proposent des défis supplémentaires et des récompenses spécifiques.
$TIP_250_TITLE	Brûlure Psi ?
$TIP_250_TEXT	Le sort Foudre provoque une « Brûlure Psi » qui détruit une partie de la récompense en Psi que vous rapporte un ennemi à sa mort. Si le sort inflige 40 % de dégâts à un ennemi, 40 % de la récompense normale en Psi pour sa destruction sera perdue...
$TIP_260_TITLE	Support de Mods
$TIP_260_TEXT	Saviez-vous que vous pouvez créer vos propres Mods (Modifications) pour Defender's Quest ? <N><N>Cliquez sur le gros bouton « M » dans le menu Sauvegarde. Vous pourrez modifier quasiment tout ce que vous voudrez... Statistiques, niveaux, classes, personnages, scènes intermédiaires, graphismes, objets, etc.
$TIP_270_TITLE	Maman
$TIP_270_TEXT	<N><N>Pensez à téléphoner à votre maman, elle aimerait bien avoir de vos nouvelles...
$TYPE_DARK	Noir
$TYPE_SHEEP	Mouton
$TYPE_SPLITTER	Diviseur
$TYPE_WORM	Ver
$TYPE_BOSS	Boss
$TYPE_NORMAL	Normal
$TYPE_CULTIST	Sanguinaire
$TYPE_WATER	Aquatique
$TYPE_FAST	Rapide
$TYPE_SNAIL	Lent
$TYPE_REVENANT	Revenant
$TYPE_ATTACKER	Combattant
$TYPE_SPITTER	Diviseur
$TYPE_NUKE_ON_KILL	Explosif
$TYPE_ARMOR	Cuirassé
$TYPE_STATIONARY	Stationnaire
$TYPE_TELEPORTER	Téléporteur
$TYPE_EXALTED	Exalté
$TYPE_NO_END_DAMAGE	ZéroDégâts
$GETSCRAP1	Un tas de débris, de guenilles, d'outils cassés et d'objets plus ou moins tranchants en métal rouillé.<N><N>Qui pourrait bien vouloir de ça ?
$GETSCRAP2	Apparemment, les habitants de la Fosse se servent de cette camelote comme monnaie d'échange.
$END	fin
$BATTLE_STARTING_FORMATION_TEXT	Utiliser la même formation de départ que la dernière fois ?
$DATA_DUMP_BACKGROUNDS	<RE>$DATA_DUMP_BKG
$DATA_DUMP_CUTSCENES	<RE>$DATA_DUMP_CUTSCENE
$DATA_DUMP_MUSIC	Exportation de la musique...
$DATA_DUMP_SFX	Exportations des bruitages...
$DATA_DUMP_SPRITES	Exportation des sprites...
$LQ	« 
$MISC_ABSORB_X	absorbe <X>
$MISC_ABSORB_X_RESIST_Y	absorbe <X>, résistance <Y>%
$MISC_ACCEPT_AND_CLOSE	Accepter & fermer
$MISC_BOOST_X	booste <X>
$MISC_COST:	coût :
$MISC_DEFEAT	Défaite
$MISC_DEFENSE_ABS	défense
$MISC_DEMO_VERSION	Version Démo
$MISC_DEMO_VERSION_DESC	Ceci est une démo publique de préversion de Defender’s Quest : Valley of the Forgotten, Édition Spéciale HD.<N><N>Il est possible qu’elle comporte quelques bugs, et les graphismes et les fonctionnalités ne sont pas finalisés.<N><N>Gardez à l’esprit que cette version n’est pas censée être représentative du produit final.
$MISC_DQ_NEWS	Tenez-vous au courant !
$MISC_DQ_SITE	DefendersQuest.com
$MISC_EASIER	plus facile
$MISC_ERROR_INVALID_MOD_NAME	nom de mod invalide !
$MISC_ERROR_MOD_BAD	Ce mod est incompatible avec cette version du jeu. Désolé !
$MISC_ERROR_MOD_EXISTS	Un mod portant ce nom existe déjà !
$MISC_ERROR_UNKNOWN	Erreur inconnue. Désolé !
$MISC_ERROR_UNZIP	Impossible de dézipper le mod. Modifier le chemin du mod dans le menu options, ou vérifiez l’espace disponible sur votre disque dur.
$MISC_GAME_DATA	Données du jeu
$MISC_GOLD	Camelote
$MISC_GOLD:	Camelote :
$MISC_HARD	<RE>$MISC_EXTREME
$MISC_HARDER	plus difficile
$MISC_HARD_SHORT	<RE>$MISC_EXTREME_SHORT
$MISC_INFO	info
$MISC_LEVEL_SHORT_X	NIV <X>
$MISC_LEVEL_SUPER_SHORT	N
$MISC_LEVEL_PARTY_GEM	Niveau	Appears on character blocks in the party screen
$MISC_LEVEL_WAVE_BLOCK	Niveau	Appears on enemy wave blocks in battle
$MISC_LEVEL_X	Niveau <X>
$MISC_MEDIUM	<RE>$MISC_ADVANCED
$MISC_MEDIUM_SHORT	<RE>$MISC_ADVANCED_SHORT
$MISC_MENU	menu
$MISC_NEED_PSI	PSI<N>REQUIS
$MISC_NONE_DEFAULT	Aucun *
$MISC_NO_CHANGE	aucun changement
$MISC_OTHER	Autre
$MISC_PLUS_X%_TO_ARMOR_MULT	<PLUS_OR_MINUS><X> à MULT. ARMURE
$MISC_PLUS_X%_TO_DEFENSE_MULT	<PLUS_OR_MINUS><X>% à DÉFENSE
$MISC_PLUS_X%_TO_DODGE	<PLUS_OR_MINUS><X> à ESQUIVE
$MISC_PLUS_X%_TO_EVADE	<RE>$MISC_PLUS_X%_TO_DODGE
$MISC_PLUS_X%_TO_REGEN_MULT	<PLUS_OR_MINUS><X>% à RÉGÉNÉRATION
$MISC_PLUS_X_STAT	<PLUS><X> <STAT>
$MISC_PLUS_X_TO_ARMOR_ABS	<PLUS_OR_MINUS><X> à ARMURE
$MISC_PLUS_X_TO_ATTACK	<PLUS_OR_MINUS><X> à ATTAQUE
$MISC_PLUS_X_TO_ATTACK_SPEED	<PLUS_OR_MINUS><X> à VITESSE
$MISC_PLUS_X_TO_DEFENSE_ABS	<PLUS_OR_MINUS><X> à DÉFENSE
$MISC_PLUS_X_TO_HP	<PLUS_OR_MINUS><X> à SANTÉ
$MISC_PLUS_X_TO_RANGE	<PLUS_OR_MINUS><X> à PORTÉE
$MISC_PLUS_X_TO_REGEN_ABS	<PLUS_OR_MINUS><X> à RÉGÉNÉRATION
$MISC_PSI_SHORT	psi
$MISC_RESIST_X	résistance <X>%
$MISC_SAVE_DATA	Sauvegarder les données
$MISC_SEND_NEXT	SUIVANT
$MISC_THORNS	épines
$MISC_UNIQUE	unique
$MISC_VICTORY	Victoire
$MISC_WAIT	ATTENTE
$MISC_WEAPON	<RE>$MISC_WEAPONS
$MISC_X_PSI	<X> PSI
$RQ	 »
$SKILL_DESC_HEAL	Soins
$STATE_CRASH_DETAILS	Détails :
$STATE_CRASH_PROMPT	Que souhaitez-vous faire ?
$STATE_CRASH_SEND	Envoyer un rapport<N>au développeur
$STATE_CRASH_SHOW_DUMP	Afficher les<N>fichiers de dump
$STATE_CRASH_TITLE	Erreur critique !
$STATUS_DESC_DARK_FRENZY	<RE>$STATUS_DESC_FRENZY
$STATUS_DESC_EVER_BLEED	<RE>$STATUS_DESC_BLEED
$STATUS_DESC_FB_EXISTENTIAL	-<PERCENT>% vitesse, +<PERCENT>% résist. dégâts
$STATUS_DESC_FIRE	<RE>$STATUS_DESC_BURN
$STATUS_DESC_INSPIRE	<RE>$STATUS_DESC_INSPIRED
$STATUS_DESC_INSPIRED_HIT	<RE>$STATUS_DESC_INSPIRED
$STAT_DESC_ARMOR	ARMURE<N>Quantité de dégâts absorbée.
$STAT_DESC_ARMOR_ENEMY	ARMURE<N>Quantité de dégâts absorbée.
$STAT_DESC_SPAWN	ENGENDRE:<N>
$STAT_DESC_THORNS	ÉPINES<N>Inflige des dégâts à tout attaquant au corps-à-corps.
$STAT_DESC_XP	EXPÉRIENCE<N>
$TARGET_SPECIFIC_TEXT	Sélection manuelle d’un ennemi spécifique à attaquer, en ignorant tous les autres.
$TARGET_SPECIFIC_TITLE	Cible SPÉCIFIQUE
$TITLE_OPTIONS	Options
$UI_ACCESS_SEE_ALSO	Voir aussi :
$UI_ALL_FILES	Tous les fichiers
$UI_CONTROLS_ACCEPT	Accepter
$UI_CONTROLS_ACCEPT_SELECT	Accepter/Sélectionner
$UI_CONTROLS_AUTO	Auto-détection
$UI_CONTROLS_BACK_CANCEL	Retour/Annuler
$UI_CONTROLS_CANCEL	Annuler
$UI_CONTROLS_CURSOR	Curseur
$UI_CONTROLS_DEVICE	Dispositif
$UI_CONTROLS_GAMEPAD	Gamepad
$UI_CONTROLS_GAMEPAD_MODEL	Modèle
$UI_CONTROLS_KEYBOARD	Souris & clavier
$UI_CONTROLS_LOGITECH	Logitech
$UI_CONTROLS_MENU	Menu
$UI_CONTROLS_MENU_ALT	Menu 2
$UI_CONTROLS_MINUS_PLUS_SPEED	-/+<N>Vitesse
$UI_CONTROLS_NAVIGATE_MENU	Naviguer dans le menu
$UI_CONTROLS_OUYA	Ouya
$UI_CONTROLS_POINTER	Pointeur
$UI_CONTROLS_PRESET_COLEMAK	Colemak
$UI_CONTROLS_PRESET_DEFAULT	Par défaut
$UI_CONTROLS_PRESET_PS	PlayStation
$UI_CONTROLS_PRESET_PSJ	Japonais
$UI_CONTROLS_PRESET_WIIU	WiiU par défaut
$UI_CONTROLS_PRESET_XBOX	XBox par défaut
$UI_CONTROLS_PS3	Playstation 3
$UI_CONTROLS_PS4	Playstation 4
$UI_CONTROLS_SEE_ALSO	Voir aussi :
$UI_CONTROLS_SELECT	Sélection
$UI_CONTROLS_XBOX1	Xbox One
$UI_CONTROLS_XBOX360	Xbox 360
$UI_CONTROLS_XINPUT	Xinput
$UI_DQ_SAVE_FILES	Sauvegardes de DQ<X>
$UI_EQUIP_ALL_ACC_BOOK	Tous les livres sont équipés !
$UI_EQUIP_NO_ACC_BOOK	Vous n’avez aucun livre !
$UI_GRAPHICS_HD	HD
$UI_GRAPHICS_ORIGINAL	Originaux
$UI_HIGH	Élevé
$UI_HIGH()	Élevé(<X>)
$UI_LOGGING_ALWAYS	Toujours
$UI_LOGGING_ASK	Demander à chaque fois
$UI_LOGGING_CRASH	Enregistrer le journal de crash
$UI_LOGGING_CRASH_CONTENT	Inclure avec le journal de crash :
$UI_LOGGING_CRASH_OPTIONS	Configuration du jeu
$UI_LOGGING_CRASH_REPLAY	Enregistrement des contrôles utilisateur
$UI_LOGGING_CRASH_SAVES	Fichiers de sauvegardes
$UI_LOGGING_CRASH_SCREENSHOT	Capture d’écran
$UI_LOGGING_CRASH_SYSTEM	Configuration système
$UI_LOGGING_NEVER	Jamais
$UI_LOGGING_SEND	Envoyer les journaux de crash au développeur
$UI_LOGGING_TITLE	Journalisation
$UI_LOW	Faible
$UI_LOW()	Faible(<X>)
$UI_MOD_LOAD_MOD_TEXT	Charger le mod <LQ><MOD><RQ> ?<N>Ceci fera redémarrer le jeu.
$UI_MOD_ZIP_FILES	Fichiers Zip (*.*)
$UI_RESOLUTION_CHOICES	Disponible :
$UI_RESOLUTION_CURRENT	Actuel :
$UI_RESOLUTION_CURRENT_PARENTHESES	(Actuel)
$UI_RESOLUTION_TITLE	Résolution du moniteur
$UI_SELECT_A_FILE_TEXT	Sélectionnez un fichier de sauvegarde à importer
$UI_SELECT_A_FILE_TITLE	Veuillez sélectionner un fichier !
$UI_VIDEO_CHANGE_RES_TO	Passer la résolution en <X>
$UI_VIDEO_CUTSCENES	Cinématiques
$UI_VIDEO_GRAPHICS	Graphismes
$UI_VIDEO_HD	Élargi (16:9)
$UI_VIDEO_MATCH_MONITOR	Correspondance plein écran
$UI_VIDEO_MODE	Mode
$UI_VIDEO_RESOLUTION	Résolution plein écran du moniteur
$UI_VIDEO_SCREEN_SIZE	Taille de la fenêtre de jeu
$UI_VIDEO_SD	Standard (4:3)
$UI_VIDEO_SELECT_NEW	Sélectionnez...
$UI_VIDEO_SPRITES	Sprites
$WEAK_DMG_MULT	<PLUS><PERCENT>% DGT de <FLAVOR>
$YOU_GOT_MONEY	Vous avez obtenu <MONEY> Camelote !
$MISC_PLEASE_RECONNECT_CONTROLLER	Reconnectez la manette
$PRESS_A	Appuyez sur <A> pour continuer.
$MISC_REQUIRES_RESTART	(redémarrage nécessaire)
$MISC_PICTURE_SIZE	Taille de<N>l'image
$MISC_SIGNED_OUT	<USER> s’est déconnecté(e).
$MISC_SIGNED_IN	Connecté en tant que <USER>.
$MISC_SWITCH_USER	Changer d'utilisateur
$MISC_RESTART_XBOX	Redémarrer votre Xbox ?
$ACTIONS_BATTLECONTROLS	Bataille
$ACTIONS_BATTLE_BACK	<RE>$BATTLE_BACK
$ACTIONS_BATTLE_CYCLE_NEXT	Défenseur suivant
$ACTIONS_BATTLE_CYCLE_PREVIOUS	Défenseur<N>précédent
$ACTIONS_BATTLE_DEFENDERS	<RE>$BATTLE_DEFENDERS
$ACTIONS_BATTLE_FINE_MOVE	<RE>$BATTLE_FINE_MOVE
$ACTIONS_BATTLE_FREE_MOVE	<RE>$BATTLE_FREE_MOVE
$ACTIONS_BATTLE_MENU	<RE>$BATTLE_MENU
$ACTIONS_BATTLE_MENU_MOVE	<RE>$BATTLE_MOVE
$ACTIONS_BATTLE_PAUSE	<RE>$MISC_PAUSE
$ACTIONS_BATTLE_SELECT	<RE>$BATTLE_SELECT_UNIT
$ACTIONS_BATTLE_SPEED_MINUS	Vitesse -
$ACTIONS_BATTLE_SPEED_PLUS	Vitesse +
$ACTIONS_BATTLE_SPELLS	Sorts
$ACTIONS_BATTLE_SPELL_SPAM	Répéter sort
$ACTIONS_BATTLE_TILE_MOVE	<RE>$BATTLE_TILE_MOVE
$ACTIONS_CUTSCENECONTROLS	Cinématique
$ACTIONS_CUTSCENE_NEXT	<RE>$MISC_NEXT
$ACTIONS_CUTSCENE_PREVIOUS	<RE>$MISC_PREVIOUS
$ACTIONS_CUTSCENE_SKIP	<RE>$MISC_SKIP
$ACTIONS_MAPCONTROLS	Carte du monde
$ACTIONS_MAP_EXIT	<RE>$MISC_EXIT
$ACTIONS_MAP_JOURNAL	<RE>$MISC_JOURNAL
$ACTIONS_MAP_MENU	<RE>$MISC_MENU
$ACTIONS_MAP_MOVE	Déplacement curseur
$ACTIONS_MAP_MOVE_MAP	Déplacement sur carte
$ACTIONS_MAP_SCROLL_MAP	Défilement carte
$ACTIONS_MAP_SELECT	<RE>$MISC_SELECT
$ACTIONS_MENUCONTROLS	Menu
$ACTIONS_MENUCONTROLSWITHANALOG	Menu
$ACTIONS_MENU_CANCEL	Annuler
$ACTIONS_MENU_MENU	Menu
$ACTIONS_MENU_MOVE	Déplacement curseur
$ACTIONS_MENU_SELECT	Sélection
$ACTIONS_MENU_THING_1	Choix 1
$ACTIONS_MENU_THING_2	Choix 2
$ACTIONS_MENU_THING_3	Choix 3
$BATTLE_BACK	<RE>$MISC_BACK
$BATTLE_DEFENDERS	<RE>$MISC_DEFENDERS
$BATTLE_FINE_MOVE	Déplacement lent
$BATTLE_FREE_MOVE	Pointeur doigt
$BATTLE_MAP	carte
$BATTLE_MENU	<RE>$MISC_MENU
$BATTLE_MOVE	Déplacement
$BATTLE_MOVE_MOUSE	Déplacement souris
$BATTLE_SELECT_UNIT	Sélection<N>d'unité
$BATTLE_SPELLS	<RE>$STAT_DESC_SPELLS
$BATTLE_TILE_MOVE	Déplacement case
$BOOK_COOLDOWN_OP	Temps de recharge du sort <X>
$BOOK_COST_OP	Coût du sort <X>
$CONTROL_SWITCH_WARNING	Vous ne pouvez pas changer de technique fondamentale de contrôle pendant une bataille. Désolé !
$DATA_DUMP_MAPS	<RE>$DATA_DUMP_MAP_FILES
$EQUIP_THE_THING	<RE>$MISC_EQUIP
$GAMEPAD_A	Bouton A
$GAMEPAD_B	Bouton B
$GAMEPAD_BACK	Bouton Back
$GAMEPAD_BUTTON_SPACER	
$GAMEPAD_DPAD	Croix multidirectionnelle
$GAMEPAD_DPAD_DOWN	Croix multidirectionnelle bas
$GAMEPAD_DPAD_LEFT	Croix multidirectionnelle gauche
$GAMEPAD_DPAD_RIGHT	Croix multidirectionnelle droite
$GAMEPAD_DPAD_UP	Croix multidirectionnelle haut
$GAMEPAD_EMPTY	Rien
$GAMEPAD_LEFT_ANALOG_STICK	Stick analogique gauche
$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS	Stick analogique gauche, vers la GAUCHE
$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS	Stick analogique gauche, vers la DROITE
$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS	Stick analogique gauche, vers le HAUT
$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS	Stick analogique gauche, vers le BAS
$GAMEPAD_LEFT_SHOULDER	Gâchette haute gauche
$GAMEPAD_LEFT_STICK_CLICK	Stick analogique gauche, CLIQUÉ
$GAMEPAD_LEFT_TRIGGER	Gâchette gauche
$GAMEPAD_NOTE	Sélectionnez pour personnaliser
$GAMEPAD_RIGHT_ANALOG_STICK	Stick analogique droit
$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS	Stick analogique droit, vers la GAUCHE
$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS	Stick analogique droit, vers la DROITE
$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS	Stick analogique droit, vers le HAUT
$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS	Stick analogique droit, vers le BAS
$GAMEPAD_RIGHT_SHOULDER	Gâchette haute droite
$GAMEPAD_RIGHT_STICK_CLICK	Stick analogique droit, CLIQUÉ
$GAMEPAD_RIGHT_TRIGGER	Gâchette droite
$GAMEPAD_START	Bouton Start
$GAMEPAD_TEMP_SPACER	,,,,,,
$GAMEPAD_X	Bouton X
$GAMEPAD_Y	Bouton Y
$GO_TO_EQUIP_MENU	<RE>$MISC_EQUIP
$LOGITECH_A	bouton 2 (façade)
$LOGITECH_B	bouton 3 (façade)
$LOGITECH_BACK	bouton 9 (arrière)
$LOGITECH_DPAD	<RE>$GAMEPAD_DPAD
$LOGITECH_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN
$LOGITECH_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT
$LOGITECH_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT
$LOGITECH_DPAD_UP	<RE>$GAMEPAD_DPAD_UP
$LOGITECH_EMPTY	<RE>$GAMEPAD_EMPTY
$LOGITECH_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK
$LOGITECH_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS
$LOGITECH_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS
$LOGITECH_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS
$LOGITECH_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS
$LOGITECH_LEFT_SHOULDER	bouton 5 (gâchette haute gauche) 
$LOGITECH_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK
$LOGITECH_LEFT_TRIGGER	bouton 7 (gâchette analogique gauche)
$LOGITECH_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK
$LOGITECH_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS
$LOGITECH_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS
$LOGITECH_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS
