"flag","content","comment",
"$MISC_PREVIOUS","이전",,
"$MISC_PREV","이전",,
"$MISC_CANCEL","취소",,
"$MISC_UNDO_ALL","모두 되돌리기",,
"$MISC_UNDO","되돌리기",,
"$MISC_DOWNLOAD","다운로드",,
"$MISC_BEGIN","시작",,
"$MISC_LEAVE","떠남",,
"$MISC_WEAPONS","무기",,
"$MISC_ARMOR","방어구",,
"$MISC_RECRUIT","고용",,
"$MISC_TALK","대화",,
"$MISC_QUIT","종료",,
"$MISC_ENTER","입력",,
"$MISC_YES","예",,
"$MISC_NO","아니오",,
"$MISC_OK","확인",,
"$MISC_ACCEPT","수락",,
"$MISC_BACK","뒤로",,
"$MISC_REFUSE","거절",,
"$MISC_RESTART","재시작",,
"$MISC_OKAY","확인",,
"$MISC_QUIT_BATTLE","전투 종료",,
"$MISC_NONE","없음",,
"$MISC_SLOW","느려짐",,
"$MISC_FAST","빠르게",,
"$MISC_XP","XP",,
"$MISC_EXPERIENCE","경험치",,
"$MISC_SCRAP","고철",,
"$MISC_COST","비용",,
"$MISC_GAIN","획득",,
"$MISC_CASUAL","캐주얼",,
"$MISC_CASUAL_SHORT","캐주얼",,
"$MISC_EASY","쉬움",,
"$MISC_EASY_SHORT","쉬움",,
"$MISC_NORMAL","보통",,
"$MISC_NORMAL_SHORT","보통",,
"$MISC_ADVANCED","심화",,
"$MISC_ADVANCED_SHORT","심화",,
"$MISC_EXTREME","극한",,
"$MISC_EXTREME_SHORT","극한",,
"$MISC_SELECT_CHALLENGE","도전 선택",,
"$MISC_REWARD","보상",,
"$MISC_PERFECT_BONUS","퍼펙트 보너스:",,
"$MISC_WAVES","웨이브",,
"$MISC_ENEMY_LEVELS","적 레벨",,
"$MISC_TYPES","속성",,
"$MISC_PASS","통과",,
"$MISC_PERFECT","완벽",,
"$MISC_PERFECT!","완벽!",,
"$MISC_COMPLETE","완성",,
"$MISC_COMPLETE!","완성!",,
"$MISC_STRANGER","낯선 사람",,
"$MISC_DESCRIPTION","묘사",,
"$MISC_DEFENDER","디펜더",,
"$MISC_DEFENDERS","디펜더즈",,
"$MISC_STATS","능력치",,
"$MISC_STATUS","상태",,
"$MISC_NO_AFFORD","감당할 수 없습니다.",,
"$MISC_BUY","구입",,
"$MISC_UPGRADE","업그레이드",,
"$MISC_SELL","판매",,
"$MISC_NOTHING","없음.",,
"$MISC_NOTHING!","없음!",,
"$MISC_SPECIAL","특별한",,
"$MISC_UNKNOWN","알려지지 않은",,
"$MISC_MORE","더...",,
"$MISC_X_MORE","<X> 더...",,
"$MISC_EQUIP","장비",,
"$MISC_CANT_EQUIP!","장비 불가",,
"$MISC_UNEQUIP","장비 해제",,
"$MISC_SKILLS","기술",,
"$MISC_SKILL","기술",,
"$MISC_SKILLTREE_SKILL_NUMS","font:15,x_off:-2,y_off:0",
"$MISC_BOOST","강화",,
"$MISC_SPELL","주문",,
"$MISC_LOCKED","잠김",,
"$MISC_SKIP","생략",,
"$MISC_NOTHING_TO_EQUIP","장비할 물건이 없습니다!",,
"$MISC_ENABLED","활성화",,
"$MISC_DISABLED","비활성화",,
"$MISC_CONFIRM","확인",,
"$MISC_YOU_SURE","확실합니까?",,
"$MISC_LOADING","불러오는 중...",,
"$MISC_ENTER_TEXT","글자를 입력하세요.",,
"$MISC_LOADING_PERCENT","불러오는 중...<PERCENT>%",,
"$MISC_BATTLE","전투",,
"$MISC_TOWN","마을",,
"$MISC_JOURNAL","일지",,
"$MISC_MOVIES","영상",,
"$MISC_OPTIONS","설정",,
"$MISC_CREDITS","제작진",,
"$MISC_PARTY","파티",,
"$MISC_ERROR","오류"," ",
"$MISC_ERROR!","오류!",,
"$MISC_BONUS","보너스",,
"$MISC_TIPS","팁",,
"$MISC_CONTINUE","계속",,
"$MISC_PLEASE_WAIT","기다려 주세요...",,
"$MISC_CLICK_HERE","이곳을 클릭하세요",,
"$MISC_ASSIGN_POINTS","<N> 포인트 분배",,
"$MISC_NOBODY","아무도 없음",,
"$MISC_EMPTY","비어있음",,
"$MISC_CHANGE","전환",,
"$MISC_RESET","재설정",,
"$MISC_DEFAULT","기본 설정",,
"$MISC_SELECT","선택",,
"$MISC_DESELECT_SPELL","주문 선택 해제를 위해 전장 밖을 클릭하세요.",,
"$DATA_DUMP_LOCALES","국가 설정을 불러옵니다...",,
"$DATA_DUMP_DATA","데이터 파일을 불러옵니다...",,
"$DATA_DUMP_CUTSCENE","컷신 이미지를 불러옵니다...",,
"$DATA_DUMP_BKG","배경 이미지를 불러옵니다...",,
"$DATA_DUMP_EMBED","내장 그래픽을 불러옵니다...",,
"$DATA_DUMP_IMAGES","데이터 이미지를 불러옵니다...",,
"$DATA_DUMP_TABLES","데이터 테이블을 불러옵니다...",,
"$DATA_DUMP_MOD_INFO","모드 정보를 불러옵니다...",,
"$DATA_DUMP_MAP_FILES","모드 파일을 불러옵니다...",,
"$DATA_DUMP_MAP_IMAGES","모드 이미지를 불러옵니다...",,
"$DATA_DUMP_AUDIO","오디오를 불러옵니다...",,
"$REWARD_NEXT_LEVEL","다음 레벨 해제",,
"$REWARD_FINISH","게임을 끝낸다.",,
"$REWARD_QUEST","퀘스트 완료",,
"$REWARD_NO_XP","없음!",,
"$REWARD_NO_GOLD","없음!",,
"$REWARD_XP"," +<XP> XP",,
"$REWARD_GOLD"," +<GOLD>  SCRAP",,
"$HERO_BLURB_SLAK","괴상한 젊은이입니다. 용맹하지만 종잡을 수 없습니다.",,
"$HERO_BLURB_KETTA","유목민 여성 사냥꾼입니다. 냉소적이고 세상일에 관심이 없습니다···.",,
"$HERO_BLURB_BAKAL","부드러운 말투의 나이 든 수행자입니다. 자신의 죄를 속죄할 방법을 찾고 있습니다···.",,
"$HERO_BLURB_WRENNA","퀘이드 제국의 마지막 공주입니다. 멸망한 왕국에 대한 복수심으로 불타오르고 있습니다···.",,
"$HERO_BLURB_MARKOS","젊고 명예로운 기사입니다. 자신의 가치를 증명하려 노력하는 중입니다.",,
"$HERO_BLURB_NIRU","난폭하면서도 신비스러운 이 용은 다른 사람과 비밀을 공유하지 않습니다.",,
"$TALK_ASH","애쉬 난민",,
"$TALK_QUAID","퀘이드 난민",,
"$TALK_NOMAD","노매드 난민",,
"$TALK_CULTIST","광신도 사제",,
"$MAP_TEXT_LAIR","둥지",,
"$MAP_TEXT_SHRINE","성지",,
"$MAP_TEXT_HERMIT","은둔자",,
"$MAP_TEXT_PRISON","감옥",,
"$MAP_TEXT_UNKNOWN","???",,
"$MAP_TEXT_TREASURE","동굴",,
"$MCGUFFIN_LEARN_SPELL","새로운 주문을 배웠습니다!",,
"$YOU_GOT_JOIN","<NAME> <CLASS>이(가) 파티에 들어왔습니다!",,
"$YOU_GOT","획득",,
"$YOU_GOT_SCRAP","<SCRAP> 고철!",,
"$YOU_GOT_X","<NUM>x <THING>!",,
"$YOU_GOT_NO_EQUIP_YET","아무도 <THING>을(를) 장비할 수 없습니다. 하지만 걱정 마세요. 계속 플레이하다 보면 사용할 수 있는 새로운 캐릭터가 나타날 거예요.",,
"$YOU_GOT_NO_EQUIP","이 아이템은 장비할 수 없습니다.",,
"$TOOLTIP_CASUAL","캐주얼 모드에서는 적들의 체력과 공격력이 줄어듭니다.",,
"$TOOLTIP_NORMAL","보통 도전. 대부분의 플레이어들이 선택하죠.",,
"$TOOLTIP_ADVANCED","어려운 도전. 더 좋은 보상이 함께 합니다. 충분히 강해졌을 때 돌아오세요.",,
"$TOOLTIP_EXTREME","가장 어려운 도전. 가장 훌륭한 보상이 함께 합니다. 준비하세요!",,
"$TIP_00_TITLE","막히셨어요?",,
"$TIP_00_TEXT","<N><N> 때로는 이전 전투를 플레이해서 레벨업을 하고, 골드를 벌어서 더 좋은 장비를 사는 게 도움이 될 겁니다. 아니면 캐주얼 난이도로 시도해서 쉬운 도전 과제를 노릴 수도 있습니다.",,
"$TIP_10_TITLE","단축키",,
"$TIP_10_TEXT","키보드로도 다음과 같이 게임을 컨트롤할 수 있습니다!<N><N>- 주문 선택<N>- 소환할 캐릭터 선택<N>- 방어자의 강화 / 귀환<N>-게임을 일시정지하거나 다시 재생하기<N>- 방어자들을 하나하나 훑어보기<N>- 목표 전환 / 게임 속도 조정<N>- 인터페이스의 전환<N>- 키보드로 커서의 이동과 클릭<N><N>(옵션에서 단축키의 설정을 조정하실 수도 있습니다.)",,
"$TIP_20_TITLE","스킬",,
"$TIP_20_TEXT","각 디펜더는 레벨이 오를 때마다 스킬 포인트 하나씩을 받습니다. <N><N>새로운 기술을 해금하려면, 파티 메뉴에서 포인트를 분배하세요. <N><N>1)기술 (원) - 전투에 쓰이는 공격<N>2)특성 (사각형) - 패시브 능력 <N><N>더 우수한 기술들을 사용하시려면, 전투 중에 파티원을 강화하셔야 합니다.",,
"$TIP_30_TITLE","누가 경험치를 얻을까?",,
"$TIP_30_TEXT","<N><N>전투가 끝나면, 소환된 인원들 중 살아남은 모든 인원들은 같은 양의 경험치를 얻습니다.<N><N>그렇지 못한 인원은 경험치의 반만 얻게 됩니다. 캐릭터의 숫자와 상관없이 캐릭터당 경험치는 같습니다.<N><N>접근성 메뉴에서 이러한 페널티를 바꿀 수 있습니다.",,
"$TIP_40_TITLE","둘러보기",,
"$TIP_40_TEXT","드래그와 클릭으로 시점을 움직일 수 있고 키보드로도 움직일 수 있습니다. <N><N>스크롤은 기본적으로 화살표 키입니다.",,
"$TIP_50_TITLE","정신력을 100% 돌려받는 법 ",,
"$TIP_50_TEXT","디펜더를 귀환시키면, 보통은 사용한 정신력의 일부만 얻게 됩니다. <N><N>하지만 첫 웨이브의 적이 등장하기 전에 귀환시키면 정신력을 모두 돌려받습니다.",,
"$TIP_60_TITLE","웹사이트와 포럼",,
"$TIP_60_TEXT","궁금한 점이 있으시다면 Defender's Quest의 온라인 커뮤니티 www.defenderquest.com에 가입하세요!<N><N>질문을 올릴 수 있는 포럼이나 모두가 만들어가는 위키백과는 물론, 개발자 블로그도 있습니다.",,
"$TIP_70_TITLE","디펜더 배치하기",,
"$TIP_70_TEXT","키보드를 이용해서 디펜더들을 전투에 배치시킬 수 있습니다.<N><N> 기본으로 지정된 키는 화살표 키입니다. ",,
"$TIP_80_TITLE","전투 효과",,
"$TIP_80_TEXT","발생하는 숫자들의 색은 피해 타입을 나타냅니다. 흰색은 보통, 회색은 아머에 의한 감소, 적색은 출혈, 주황색은 불, 보라 색은 독, 큰 것은 치명타입니다.<N><N>게임 플레이 메뉴에서 켜거나 끌 수 있습니다.",,
"$TIP_90_TITLE","희귀 아이템",,
"$TIP_90_TEXT","높은 난이도에서 레벨을 플레이할 때, 가끔 희귀 아이템을 발견하실 수 있습니다. 이들은 상점에서 팔지 않는, 수집할 가치가 높은 아이템입니다. ",,
"$TIP_100_TITLE","귀환",,
"$TIP_100_TEXT","방어자를 귀환시키면 사용한 정신력의 일부만 돌려받습니다. <N><N> 돌려받는 정신력의 양은 방어자가 피해를 입을수록 줄어듭니다.",,
"$TIP_110_TITLE","접근성",,
"$TIP_110_TEXT","게임을 하기 불편한 상태라면 다음 옵션을 이용하세요. <N><N>1)비디오 - 풀스크린을 써서 큰 화면으로 하세요. <N>2) 컨트롤 – 조작 방법을 수정하세요. <N>3)  접근성 - 효과, 속도, 경험치 획득량을 조절하세요.",,
"$TIP_120_TITLE","공익광고",,
"$TIP_120_TEXT","이 힌트는 코드 분석이나 수수께끼 해독을 시도하지 않도록 포함되었습니다.",,
"$TIP_130_TITLE","표적 설정",,
"$TIP_130_TEXT","디펜더를 클릭하면, '앞에 있는, 뒤에 있는, 강한, 약한, 빠른 적을 공격' 따위의 어떤 표적을 공격할 것인지 설정할 수 있습니다. 예를 들어, '강한 적을 공격' 설정은 디펜더가 더 큰 유닛을 공격하거나 큰 무리를 약화시키는데 집중하게 합니다. ",,
"$TIP_140_TITLE","고급 표적 설정",,
"$TIP_140_TEXT","기본 표적 설정에 더해 네 가지 옵션이 더 있습니다.<N><N>1) 싸구려 기술<N><N>2)효과 최적화<N><N>3)최고의 기회<N><N>4) 불독 모드<N><N>필수는 아니지만 전략을 짜는 고급 플레이어들에게 도움이 됩니다. 기본 표적 설정도 함께 사용할 수 있습니다.",,
"$TIP_150_TITLE","불과 얼음",,
"$TIP_150_TEXT","불과 얼음은 서로 잘 어울리지 못 합니다. 냉기와 얼음은 불을 무효화시킵니다. 불은 얼음을 녹이고 냉기를 무효화시킵니다. ",,
"$TIP_160_TITLE","더 높은 난이도",,
"$TIP_160_TEXT","'심화'와 '극한' 난이도는 지금 당장 시도하기에는 어렵습니다. 다음 보통 난이도의 전투들을 끝내고 시도해보세요.",,
"$TIP_170_TITLE","장비",,
"$TIP_170_TEXT","당신의 영웅을 위한 새로운 장비를 구입했을 때, 당신의 낡은 물건들은 다른 파티 구성원들에게 훌륭한 헌 옷이 될 거예요!",,
"$TIP_180_TITLE","뭉치면 산다",,
"$TIP_180_TEXT","집결한 방어자들은 적들의 공격을 흩트립니다. 이는 그들의 생존에 도움이 됩니다. 이 전략의 단점이라면 당신이 방어하는 구역이 줄어든다는 것이지요.",,
"$TIP_190_TITLE","보상 뻥튀기",,
"$TIP_190_TEXT","게임의 레벨업 속도를 조정하길 원하신다면, 옵션 메뉴에서 전체 경험치 획득 수준을 바꿀 수 있습니다. 기본 설정은 100%입니다. 또한 고철 수집량을 증가시킬 수 있습니다.",,
"$TIP_200_TITLE","기술 잠금",,
"$TIP_200_TEXT","때때로 특정 기술은 당신의 계획을 날려버릴 수 있습니다(드래곤 파이어볼은 얼음을 녹입니다). 아니면 강력한 기술을 남겨두고 싶을 수도 있습니다. 그렇다면 디펜더를 클릭해 메뉴에서 기술을 선택하고 오른쪽 아래의 일시 잠금을 설정하세요.",,
"$TIP_210_TITLE","내 세이브 파일은 어디에 있죠?",,
"$TIP_210_TEXT","세이브 게임 메뉴에는 폴더 와 렌치의 그림이 그려진 버튼이 있습니다. 이 버튼은 당신을 당신의 저장한 게임과 설정 파일이 저장된 장소로 데려다 줍니다.",,
"$TIP_220_TITLE","새 게임+",,
"$TIP_220_TEXT","일반 게임을 클리어하면, 이전에 여행했던 일행으로 더 어려운 전투와 더 좋은 보상을 얻을 수 있는 새 모험을 시작할 수 있습니다.<N><N> 저장 화면으로 가서. 예전 세이브 슬롯으로 새 게임+를 선택하세요 ",,
"$TIP_230_TITLE","업그레이드",,
"$TIP_230_TEXT","새 게임+ 모드에서 당신은 일반 게임에서 얻은 희귀한 장비를 업그래드하는데 사용하는 특별한 유물을 획득할 수 있습니다. 업그레이드된 아이템은 특별한 능력을 가지고 있죠!",,
"$TIP_240_TITLE","보너스 미션",,
"$TIP_240_TEXT","충분한 별을 모으고 나면, 당신은 보너스 전투를 활성화시킬 수 있습니다. 이 스페셜 미션들은 또 다른 도전 과제와 보상들을 가지고 있습니다.",,
"$TIP_250_TITLE","정신력 연소?",,
"$TIP_250_TEXT","번개 주문은 적에게서 얻는 정신력을 태워버립니다. 40%의 피해를 주었다면 일반적으로 얻을 수 있는 Psi의 40%가 사라집니다.",,
"$TIP_260_TITLE","모드 지원",,
"$TIP_260_TEXT","당신만의 Defender's Quest 모드를 만들 수 있다는 걸 아시나요? 세이브 게임 메뉴의 큰 'M' 버튼을 눌러보세요. 능력치, 레벨, 직업, 캐릭터, 컷씬, 그래픽과 아이템 등 당신은 거의 모든 것을 바꿀 수 있습니다. ",,
"$TIP_270_TITLE","어머니를 기억하세요.",,
"$TIP_270_TEXT","<N><N>어머니께 전화 한 통 드리세요. 분명 그리워하고 계실 거예요.",,
"$TYPE_DARK","어둠",,
"$TYPE_SHEEP","양",,
"$TYPE_SPLITTER","분열",,
"$TYPE_WORM","벌레",,
"$TYPE_BOSS","보스",,
"$TYPE_NORMAL","일반",,
"$TYPE_CULTIST","광신도",,
"$TYPE_WATER","액체",,
"$TYPE_FAST","신속",,
"$TYPE_SNAIL","달팽이",,
"$TYPE_REVENANT","망령",,
"$TYPE_ATTACKER","파괴자",,
"$TYPE_SPITTER","타액 분출",,
"$TYPE_NUKE_ON_KILL","자폭",,
"$TYPE_ARMOR","중무장",,
"$TYPE_STATIONARY","움직이지 않음",,
"$TYPE_TELEPORTER","순간이동",,
"$TYPE_EXALTED","고위",,
"$TYPE_NO_END_DAMAGE","NoEndDamage",,
"$GETSCRAP1","쓰레기 더미입니다. 천 조각, 망가진 도구, 날카로운 조각들, 녹슨 철 조각 등등. 대체 누가 이런 걸 가지고 싶겠어요?",,
"$GETSCRAP2","아무래도 구덩이의 주민들은 이 쓰레기를 화폐로 사용하는 것 같습니다.",,
"$MISC_!","!",
"$END","끝",,
