flag	content
$LINE_4_1_OUTRO_00_TEXT	Co to sakra bylo?
$LINE_4_1_OUTRO_10_CHAR	$MCG
$LINE_4_1_OUTRO_10_TEXT	Oni se jen tak proměnili v Navrátilce?
$LINE_4_1_OUTRO_20_CHAR	$MCG
$LINE_4_1_OUTRO_20_TEXT	Nebylo to jako předtím, úplně jiný pocit. Ta síla, co je k tomu hnala.
$LINE_4_1_OUTRO_30_CHAR	$RAN
$LINE_4_1_OUTRO_30_TEXT	Tyhle masky už jsem někde viděla...
$LINE_4_1_OUTRO_40_CHAR	$RAN
$LINE_4_1_OUTRO_40_TEXT	Zamazané krví, osázené kousky krystalu...
$LINE_4_1_OUTRO_50_CHAR	$RAN
$LINE_4_1_OUTRO_50_TEXT	Tohle jsou Krví šílení - sekta z kmenů Anathema daleko na východě.
$LINE_4_1_OUTRO_60_CHAR	$RAN
$LINE_4_1_OUTRO_60_TEXT	*Ještě, že jsi s námi.
$LINE_4_1_OUTRO_70_CHAR	$RAN
$LINE_4_1_OUTRO_70_TEXT	Bez tebe bychom byli obětováni jejich bohu.
$LINE_4_1_OUTRO_80_CHAR	$MCG
$LINE_4_1_OUTRO_80_TEXT	... nohsledi Eztli-Tenocha.
$LINE_4_1_OUTRO_90_CHAR	$MCG
$LINE_4_1_OUTRO_90_TEXT	Zelemir mluvil pravdu.
$LINE_4_1_OUTRO_100_CHAR	$RAN
$LINE_4_1_OUTRO_100_TEXT	Východní poušť je jich plná, vraždí cestovatele na potkání...
$LINE_4_1_OUTRO_110_CHAR	$RAN
$LINE_4_1_OUTRO_110_TEXT	... nikdy bych je nečekala tady v Jámě.
$LINE_4_1_OUTRO_120_CHAR	$HEA
$LINE_4_1_OUTRO_120_TEXT	Jdou po nás.
$LINE_4_1_OUTRO_130_CHAR	$HEA
$LINE_4_1_OUTRO_130_TEXT	Musíme se dostat ven.
$LINE_4_1_OUTRO_140_CHAR	$MCG
$LINE_4_1_OUTRO_140_TEXT	A co pak?
$LINE_4_1_OUTRO_150_CHAR	$HEA
$LINE_4_1_OUTRO_150_TEXT	Pak se uvidí.
$LINE_4_1_OUTRO_160_CHAR	$HEA
$LINE_4_1_OUTRO_160_TEXT	Teď tě musíme dostat z jejich dosahu.
$LINE_4_1_OUTRO_170_CHAR	$MCG
$LINE_4_1_OUTRO_170_TEXT	Jeho dosahu...
$LINE_4_1_OUTRO_180_CHAR	$HEA
$LINE_4_1_OUTRO_180_TEXT	Jestli je to všechno pravda, stojíme proti nepříteli mnohem horšímu, než byl Zelemir.
$LINE_4_1_OUTRO_190_CHAR	$HEA
$LINE_4_1_OUTRO_190_TEXT	Teď už to bude čím dál tím horší.
$SCENE_4_2_INTRO_TITLE	Říše čarodějova
$LINE_4_2_INTRO_00_CHAR	$MCG
$LINE_4_2_INTRO_00_TEXT	Co je tohle za místo? Další quaidské město?
$LINE_4_2_INTRO_10_CHAR	$MAG
$LINE_4_2_INTRO_10_TEXT	Ne, tohle je úplně jiná architektura.
$LINE_4_2_INTRO_20_CHAR	$MAG
$LINE_4_2_INTRO_20_TEXT	A ten jazyk vůbec neznám.
$LINE_4_2_INTRO_30_CHAR	$MCG
$LINE_4_2_INTRO_30_TEXT	Nikdy jsem se s ničím tak ... prastarým nesetkala.
$LINE_4_2_INTRO_40_CHAR	$MCG
$LINE_4_2_INTRO_40_TEXT	Jakto, že si toho nikdy nikdo nevšiml? Je to všem na očích.
$LINE_4_2_INTRO_50_CHAR	$MAG
$LINE_4_2_INTRO_50_TEXT	Když jsem tu byla před lety, nic tu nebylo. Ani stopa po těchhle ruinách.
$LINE_4_2_INTRO_60_CHAR	$MAG
$LINE_4_2_INTRO_60_TEXT	Muselo to být pohřbeno v písku.
$LINE_4_2_INTRO_70_CHAR	$MCG
$LINE_4_2_INTRO_70_TEXT	Koukněte na ty škrábance.
$LINE_4_2_INTRO_80_CHAR	$MCG
$LINE_4_2_INTRO_80_TEXT	... myslíte, že to Navrátilci celé vyhrabali?
$LINE_4_2_INTRO_90_CHAR	$MAG
$LINE_4_2_INTRO_90_TEXT	Pozor! Vypadá to, že tohle mauzoleum je pořád obydlené.
$SCENE_4_2_OUTRO_TITLE	U něj doma
$LINE_4_2_OUTRO_00_CHAR	$MCG
$LINE_4_2_OUTRO_00_TEXT	Dokážeš přečíst ty nápisy na zdech?
$LINE_4_2_OUTRO_10_CHAR	$MCG
$LINE_4_2_OUTRO_10_TEXT	Třeba se z nich dozvíme, kde jsme.
$LINE_4_2_OUTRO_20_CHAR	$HEA
$LINE_4_2_OUTRO_20_TEXT	Ta řeč je podobná severním jazykům, ale mnohem starší.
$LINE_4_2_OUTRO_30_CHAR	$HEA
$LINE_4_2_OUTRO_30_TEXT	Rozeznám jen pár slov...
$LINE_4_2_OUTRO_40_CHAR	$MCG
$LINE_4_2_OUTRO_40_TEXT	Co se tam píše?
$LINE_4_2_OUTRO_50_CHAR	$HEA
$LINE_4_2_OUTRO_50_TEXT	“Zde je... trůn moci...”
$LINE_4_2_OUTRO_60_CHAR	$HEA
$LINE_4_2_OUTRO_60_TEXT	A pak něco, co neumím přeložit...a ...
$LINE_4_2_OUTRO_70_CHAR	$HEA
$LINE_4_2_OUTRO_70_TEXT	“...z nebeského...”
$LINE_4_2_OUTRO_80_CHAR	$HEA
$LINE_4_2_OUTRO_80_TEXT	“Eztli-Tenoch”
$LINE_4_2_OUTRO_90_CHAR	$MCG
$LINE_4_2_OUTRO_90_TEXT	Jsme u něj doma.
$LINE_4_2_OUTRO_100_CHAR	$HEA
$LINE_4_2_OUTRO_100_TEXT	Tak našlapujte opatrně.
$LINE_4_2_OUTRO_110_CHAR	$HEA
$LINE_4_2_OUTRO_110_TEXT	Zjevně tu pořád je nějaké služebnictvo starého pána.
$SCENE_4_3_INTRO_TITLE	Sály Boha-Krále
$LINE_4_3_INTRO_00_CHAR	$BER
$LINE_4_3_INTRO_00_TEXT	Co se tu stalo?
$LINE_4_3_INTRO_10_CHAR	$MCG
$LINE_4_3_INTRO_10_TEXT	Tohle zjevně byl trůnní sál.
$LINE_4_3_INTRO_20_CHAR	$BER
$LINE_4_3_INTRO_20_TEXT	Někdo to tady rozmlátil na třísky.
$LINE_4_3_INTRO_30_CHAR	$MCG
$LINE_4_3_INTRO_30_TEXT	A vyryl svoje jméno do zdi...
$LINE_4_3_INTRO_40_CHAR	$BER
$LINE_4_3_INTRO_40_TEXT	Zabírám si trůn!
$LINE_4_3_INTRO_50_CHAR	$MCG
$LINE_4_3_INTRO_50_TEXT	Tohle je psáno starou ashštinou.
$LINE_4_3_INTRO_60_CHAR	$MCG
$LINE_4_3_INTRO_60_TEXT	“...spousta životů ... za pár...”
$LINE_4_3_INTRO_70_CHAR	$MCG
$LINE_4_3_INTRO_70_TEXT	“Démon byl svržen... uvězněn obětí...”
$LINE_4_3_INTRO_80_CHAR	$MCG
$LINE_4_3_INTRO_80_TEXT	“...jeho město zničeno...”
$LINE_4_3_INTRO_90_CHAR	$RAN
$LINE_4_3_INTRO_90_TEXT	*Víš, že nás pronásledují?.
$LINE_4_3_INTRO_100_CHAR	$RAN
$LINE_4_3_INTRO_100_TEXT	Nevím přesně, kolik jich je...
$LINE_4_3_INTRO_110_CHAR	$RAN
$LINE_4_3_INTRO_110_TEXT	Ale je to hodně... zatraceně hodně.
$LINE_4_3_INTRO_120_CHAR	$MCG
$LINE_4_3_INTRO_120_TEXT	Připravte se. Postavíme se jim tady.
$LINE_4_3_INTRO_130_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_3_INTRO_130_TEXT	Neslyšíte to volání?
$LINE_4_3_INTRO_140_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_3_INTRO_140_TEXT	Po tolika letech mlčení.
$LINE_4_3_INTRO_150_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_3_INTRO_150_TEXT	Svolává nás k Velkému Kameni.
$LINE_4_3_INTRO_160_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_3_INTRO_160_TEXT	Musíš ho osvobodit.
$LINE_4_3_INTRO_170_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_3_INTRO_170_TEXT	Pomůžeme ti poznat tvé poslání.
$SCENE_4_3_OUTRO_TITLE	Hlas promluvil
$LINE_4_3_OUTRO_00_CHAR	$MCG
$LINE_4_3_OUTRO_00_TEXT	Ještě nějaký?
$LINE_4_3_OUTRO_10_CHAR	$RAN
$LINE_4_3_OUTRO_10_TEXT	Myslím, že - aspoň na chvíli - máme klid.
$LINE_4_3_OUTRO_20_CHAR	$RAN
$LINE_4_3_OUTRO_20_TEXT	Půjdu okouknout okolí, pro jistotu.
$LINE_4_3_OUTRO_30_CHAR	TAJEMNÝ HLAS
$LINE_4_3_OUTRO_30_TEXT	Tolik let...
$LINE_4_3_OUTRO_40_CHAR	$MCG
$LINE_4_3_OUTRO_40_TEXT	Ten hlas!
$LINE_4_3_OUTRO_50_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_50_TEXT	Dlouhé věky uvězněn, ve společnosti sama sebe.
$LINE_4_3_OUTRO_60_CHAR	$MCG
$LINE_4_3_OUTRO_60_TEXT	Ten ... zlatý muž...
$LINE_4_3_OUTRO_70_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_70_TEXT	Byl bych tě bohatě odměnil. Byla bys bohyní.
$LINE_4_3_OUTRO_80_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_80_TEXT	Ale vybrala sis smrt.
$LINE_4_3_OUTRO_90_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_90_TEXT	BUDEŠ TRPĚT JAKO NIKDO PŘED TEBOU.
$LINE_4_3_OUTRO_100_CHAR	$MCG
$LINE_4_3_OUTRO_100_TEXT	JDI PRYČ!
$LINE_4_3_OUTRO_110_CHAR	$MCG
$LINE_4_3_OUTRO_110_TEXT	ZMIZ Z MOJÍ HLAVY!
$LINE_4_3_OUTRO_120_CHAR	$MCG
$LINE_4_3_OUTRO_120_TEXT	... 
$LINE_4_3_OUTRO_130_CHAR	$BER
$LINE_4_3_OUTRO_130_TEXT	*Jsi v pořádku?
$LINE_4_3_OUTRO_140_CHAR	$MCG
$LINE_4_3_OUTRO_140_TEXT	Měla jsem vizi Eztli-Tenocha.
$LINE_4_3_OUTRO_150_CHAR	$MCG
$LINE_4_3_OUTRO_150_TEXT	Bez boje nás nepustí...
$LINE_4_3_OUTRO_160_CHAR	$MCG
$LINE_4_3_OUTRO_160_TEXT	Tak mu ten boj dopřejeme.
$LINE_4_3_OUTRO_170_CHAR	$BER
$LINE_4_3_OUTRO_170_TEXT	....!
$SCENE_TREASURE_CHAMBER_INTRO_TITLE	Opravdová láska
$LINE_TREASURE_CHAMBER_INTRO_00_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_00_TEXT	Smrtelnice...něco je poblíž...
$LINE_TREASURE_CHAMBER_INTRO_10_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_10_TEXT	Cítím to.
$LINE_TREASURE_CHAMBER_INTRO_20_CHAR	$MCG
$LINE_TREASURE_CHAMBER_INTRO_20_TEXT	Navrátilci? Připravte se k boji!
$LINE_TREASURE_CHAMBER_INTRO_30_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_30_TEXT	Ne... něco ... jiného ... 
$LINE_TREASURE_CHAMBER_INTRO_40_CHAR	$MCG
$LINE_TREASURE_CHAMBER_INTRO_40_TEXT	Co?
$LINE_TREASURE_CHAMBER_INTRO_50_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_50_TEXT	Poklad!
$LINE_TREASURE_CHAMBER_INTRO_60_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_60_TEXT	Teda, koukejte na všechny ty věci!
$LINE_TREASURE_CHAMBER_INTRO_70_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_70_TEXT	Pozor, smrtelníku.
$LINE_TREASURE_CHAMBER_INTRO_80_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_80_TEXT	Co?
$LINE_TREASURE_CHAMBER_INTRO_90_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_90_TEXT	Našla jsem to první, takže to patří mně.
$LINE_TREASURE_CHAMBER_INTRO_100_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_100_TEXT	Ale vždyť ty ani nepoužíváš zbraně!
$LINE_TREASURE_CHAMBER_INTRO_110_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_110_TEXT	A já už s ní splynul! Říkám jí:
$LINE_TREASURE_CHAMBER_INTRO_120_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_120_TEXT	VELKÝ DRTIČ KOSTÍ, NEOBYČEJNÝ VYKUCHÁVAČ, DĚLIČ VNITŘNOSTÍ, DRTIČ NEPŘÁTEL...
$LINE_TREASURE_CHAMBER_INTRO_130_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_130_TEXT	TA, CO OCHUTNALA KREV TISÍCŮ!
$LINE_TREASURE_CHAMBER_INTRO_140_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_140_TEXT	A nebo zkráceně Evni.
$LINE_TREASURE_CHAMBER_INTRO_150_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_150_TEXT	Přece bys mezi nás nechtěla vstoupit. Je to ... pravá láska...
$LINE_TREASURE_CHAMBER_INTRO_160_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_160_TEXT	No... za odpovídající obnos bych se nechala přesvědčit, že ji mohu postrádat.
$SCENE_TREASURE_CHAMBER_OUTRO_TITLE	Na dosah
$LINE_TREASURE_CHAMBER_OUTRO_00_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_00_TEXT	Odtud vidím to horské sedlo. Jsme skoro venku!
$LINE_TREASURE_CHAMBER_OUTRO_10_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_10_TEXT	*Zůstanu tady.
$LINE_TREASURE_CHAMBER_OUTRO_20_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_20_TEXT	Co?
$LINE_TREASURE_CHAMBER_OUTRO_30_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_30_TEXT	Vítězství je na dosah. Určitě to zvládnete beze mne.
$LINE_TREASURE_CHAMBER_OUTRO_40_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_40_TEXT	Nikdy jsem neměl v plánu tuhle cestu přežít.
$LINE_TREASURE_CHAMBER_OUTRO_50_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_50_TEXT	A tohle padlé město je jako místo na umření stejně dobré jako každé jiné.
$LINE_TREASURE_CHAMBER_OUTRO_60_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_60_TEXT	Slíbil jsi, že nás odtud vyvedeš. Nenechám tě z toho slibu vycouvat.
$LINE_TREASURE_CHAMBER_OUTRO_70_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_70_TEXT	*Na mých rukách je krev miliónů.
$LINE_TREASURE_CHAMBER_OUTRO_80_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_80_TEXT	Zelemir za to zaplatil.
$LINE_TREASURE_CHAMBER_OUTRO_90_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_90_TEXT	A teď jsem na řadě já.
$LINE_TREASURE_CHAMBER_OUTRO_100_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_100_TEXT	Já...
$LINE_TREASURE_CHAMBER_OUTRO_110_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_110_TEXT	Nic dalšího netřeba říkat. Jdi.
$LINE_TREASURE_CHAMBER_OUTRO_120_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_120_TEXT	... 
$LINE_TREASURE_CHAMBER_OUTRO_130_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_130_TEXT	Otče...
$LINE_TREASURE_CHAMBER_OUTRO_140_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_140_TEXT	*Chtěla jsi Zelemirovu smrt. Moje ruce jsou stejně špinavé, jako jeho.
$LINE_TREASURE_CHAMBER_OUTRO_150_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_150_TEXT	Já vím...
$LINE_TREASURE_CHAMBER_OUTRO_160_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_160_TEXT	Tak mě nech umřít.
$LINE_TREASURE_CHAMBER_OUTRO_170_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_170_TEXT	Pomohls mi, když nikdo jiný nechtěl. Já... 
$LINE_TREASURE_CHAMBER_OUTRO_180_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_180_TEXT	*Zabíjel jsem tvůj lid.
$LINE_TREASURE_CHAMBER_OUTRO_190_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_190_TEXT	Nech mne za to zaplatit.
$LINE_TREASURE_CHAMBER_OUTRO_200_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_200_TEXT	Ne.
$LINE_TREASURE_CHAMBER_OUTRO_210_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_210_TEXT	Ne, tvůj život není tvůj, abys ho mohl zahodit!
$LINE_TREASURE_CHAMBER_OUTRO_220_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_220_TEXT	Patří mně, cena za životy mého lidu. Luxus sebevraždy ti nebude dopřán!
$LINE_TREASURE_CHAMBER_OUTRO_230_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_230_TEXT	Budiž.
$LINE_TREASURE_CHAMBER_OUTRO_240_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_240_TEXT	Vem si můj život. Zasloužím to.
$LINE_TREASURE_CHAMBER_OUTRO_250_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_250_TEXT	... 
$LINE_TREASURE_CHAMBER_OUTRO_260_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_260_TEXT	To je MOJE volba, ne tvoje.
$LINE_TREASURE_CHAMBER_OUTRO_270_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_270_TEXT	Skončím ho, až a jak budu chtít.
$LINE_TREASURE_CHAMBER_OUTRO_280_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_280_TEXT	Teď se zvedni a pojď za námi.
$SCENE_4_4_INTRO_TITLE	V pasti
$LINE_4_4_INTRO_00_CHAR	$RAN
$LINE_4_4_INTRO_00_TEXT	Panstvo? Myslím, že vím, proč ve městě nebyli žádní Navrátilci.
$LINE_4_4_INTRO_10_CHAR	$RAN
$LINE_4_4_INTRO_10_TEXT	Všichni na nás čekají tady.
$LINE_4_4_INTRO_20_CHAR	$MCG
$LINE_4_4_INTRO_20_TEXT	Musí jich být tisíce.
$LINE_4_4_INTRO_30_CHAR	$RAN
$LINE_4_4_INTRO_30_TEXT	Jo.
$LINE_4_4_INTRO_40_CHAR	$BER
$LINE_4_4_INTRO_40_TEXT	Nikdy jsem si nepředstavoval, že umřu takhle...
$LINE_4_4_INTRO_50_CHAR	$BER
$LINE_4_4_INTRO_50_TEXT	Ale vždycky jsem to chtěl!
$LINE_4_4_INTRO_60_CHAR	$BER
$LINE_4_4_INTRO_60_TEXT	KREEEV!
$LINE_4_4_INTRO_70_CHAR	$RAN
$LINE_4_4_INTRO_70_TEXT	No...
$LINE_4_4_INTRO_80_CHAR	$MCG
$LINE_4_4_INTRO_80_TEXT	Nic jiného nemáme na výběr.
$LINE_4_4_INTRO_90_CHAR	$RAN
$LINE_4_4_INTRO_90_TEXT	Ráda jsem tě poznala.
$LINE_4_4_INTRO_100_CHAR	$DRA
$LINE_4_4_INTRO_100_TEXT	Smrtelnice...
$LINE_4_4_INTRO_110_CHAR	$MCG
$LINE_4_4_INTRO_110_TEXT	Řekla bych, že naše dohoda už nevypadá jako dobrý nápad...
$LINE_4_4_INTRO_120_CHAR	$DRA
$LINE_4_4_INTRO_120_TEXT	Chci tě něco naučit.
$LINE_4_4_INTRO_130_CHAR	$MCG
$LINE_4_4_INTRO_130_TEXT	Co?
$LINE_4_4_INTRO_140_CHAR	$DRA
$LINE_4_4_INTRO_140_TEXT	V celé naší historii... žádnému smrtelníkovi tohle tajemství nebylo svěřeno.
$LINE_4_4_INTRO_150_CHAR	$DRA
$LINE_4_4_INTRO_150_TEXT	Ale myslím, že je ta pravá chvíle.
$SCENE_4_4_OUTRO_TITLE	Sami
$LINE_4_4_OUTRO_00_CHAR	$RAN
$LINE_4_4_OUTRO_00_TEXT	Nevěřím tomu.
$LINE_4_4_OUTRO_10_CHAR	$MCG
$LINE_4_4_OUTRO_10_TEXT	Že jsme přežili?
$LINE_4_4_OUTRO_20_CHAR	$RAN
$LINE_4_4_OUTRO_20_TEXT	Tomu taky ne.
$LINE_4_4_OUTRO_30_CHAR	$RAN
$LINE_4_4_OUTRO_30_TEXT	Ale tomu, že kolem nás není nic.
$LINE_4_4_OUTRO_40_CHAR	$RAN
$LINE_4_4_OUTRO_40_TEXT	Ani jeden Navrátilec.
$LINE_4_4_OUTRO_50_CHAR	$RAN
$LINE_4_4_OUTRO_50_TEXT	Nikdo nás nepronásleduje.
$SCENE_4_5_INTRO_TITLE	Pravá ruka Eztli-Tenocha
$LINE_4_5_INTRO_00_CHAR	$RAN
$LINE_4_5_INTRO_00_TEXT	Boha, nikdy bych nevěřila, že to dokážeme.
$LINE_4_5_INTRO_10_CHAR	$RAN
$LINE_4_5_INTRO_10_TEXT	Jsme u východu!
$LINE_4_5_INTRO_20_CHAR	$RAN
$LINE_4_5_INTRO_20_TEXT	Jsem na cestě ven z téhle pekelné díry!
$LINE_4_5_INTRO_30_CHAR	$RAN
$LINE_4_5_INTRO_30_TEXT	Jsou tu další!
$LINE_4_5_INTRO_40_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_5_INTRO_40_TEXT	*Ta, co si říká $MCG, má opravdu velké štěstí.
$LINE_4_5_INTRO_50_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_5_INTRO_50_TEXT	Jen málokomu se podaří spatřit Eztli-Tenocha, jak natáhne svoji slavnou pravou ruku...
$LINE_4_5_INTRO_60_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_5_INTRO_60_TEXT	A vezme si, co je jeho...
$LINE_4_5_INTRO_70_CHAR	ŠÍLENÝ SEKTÁŘ
$LINE_4_5_INTRO_70_TEXT	Pohleďte vstříc smrti.
$SCENE_4_5_OUTRO_TITLE	Zelemirova nabídka
$NARR_4_5_OUTRO_00_TEXT	AKT VII
$NARR_4_5_OUTRO_00_SUB_TEXT	*Říká se, že člověk se bojí smrti. Ale z mojí zkušenosti se člověk bojí nejistoty smrti. V tom všem, čím jsem prošel, když byla smrt jistotou, cítil jsem neobyčejný klid, jaký jsem nepoznal nikdy předtím ani potom.$N$NAž když se objevila naděje na přežití,$Npocítíl jsem opravdovou hrůzu.
$NARR_4_5_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N$N$N-z pamětí Gedemona Dalavbara, Pána lučištníků$NZápis jeho dobrodružství ve službách Krále Ashe
$LINE_4_5_OUTRO_00_CHAR	$MCG
$LINE_4_5_OUTRO_00_TEXT	Jestli chceš bojovat, – 
$LINE_4_5_OUTRO_10_CHAR	ZELEMIR
$LINE_4_5_OUTRO_10_TEXT	Jsem tady jen proto, aby tvoje krev nepadla do rukou nepřítele.
$LINE_4_5_OUTRO_20_CHAR	ZELEMIR
$LINE_4_5_OUTRO_20_TEXT	Teď, když je jisté, že se dostaneš ven, nemám důvod ti bránit.
$LINE_4_5_OUTRO_30_CHAR	ZELEMIR
$LINE_4_5_OUTRO_30_TEXT	Naopak se mi hodíš k odvedení pozornosti.
$LINE_4_5_OUTRO_40_CHAR	$DRA
$LINE_4_5_OUTRO_40_TEXT	Cos udělal mému dítěti, ty pse?
$LINE_4_5_OUTRO_50_CHAR	ZELEMIR
$LINE_4_5_OUTRO_50_TEXT	Učinil jsem ho užitečnějším, než by kdy zmrzačený červ jako ty dokázal.
$LINE_4_5_OUTRO_60_CHAR	$DRA
$LINE_4_5_OUTRO_60_TEXT	Zabil jsi moje děti!
$LINE_4_5_OUTRO_70_CHAR	ZELEMIR
$LINE_4_5_OUTRO_70_TEXT	Jejich oběť zachrání svět.
$LINE_4_5_OUTRO_80_CHAR	ZELEMIR
$LINE_4_5_OUTRO_80_TEXT	Jsou všude v dolech pod Jámou a čekají na můj signál.
$LINE_4_5_OUTRO_90_CHAR	ZELEMIR
$LINE_4_5_OUTRO_90_TEXT	Až dám příkaz, tihle dračí Navrátilci zapálí ložiska krystalů.
$LINE_4_5_OUTRO_100_CHAR	ZELEMIR
$LINE_4_5_OUTRO_100_TEXT	Celá Jáma se sesype...
$LINE_4_5_OUTRO_110_CHAR	ZELEMIR
$LINE_4_5_OUTRO_110_TEXT	Všechno uvnitř zemře.
$LINE_4_5_OUTRO_120_CHAR	ZELEMIR
$LINE_4_5_OUTRO_120_TEXT	A touhle obrovskou obětí vyrobím nový zámek krve.
$LINE_4_5_OUTRO_130_CHAR	ZELEMIR
$LINE_4_5_OUTRO_130_TEXT	Krve tisíců.
$LINE_4_5_OUTRO_140_CHAR	ZELEMIR
$LINE_4_5_OUTRO_140_TEXT	A bez potomků.
$LINE_4_5_OUTRO_150_CHAR	ZELEMIR
$LINE_4_5_OUTRO_150_TEXT	Eztli-Tenoch bude uvězněn navždy.
$LINE_4_5_OUTRO_160_CHAR	$DRA
$LINE_4_5_OUTRO_160_TEXT	Můj oheň tě spálí na prach!
$LINE_4_5_OUTRO_170_CHAR	ZELEMIR
$LINE_4_5_OUTRO_170_TEXT	Nemyslím.
$LINE_4_5_OUTRO_180_CHAR	ZELEMIR
$LINE_4_5_OUTRO_180_TEXT	Dobře víš, že když půjdeš za mnou, zahyneš.
$LINE_4_5_OUTRO_190_CHAR	ZELEMIR
$LINE_4_5_OUTRO_190_TEXT	*$MCG, sbohem.
$LINE_4_5_OUTRO_200_CHAR	ZELEMIR
$LINE_4_5_OUTRO_200_TEXT	Brzy bude po všem.
$LINE_4_5_OUTRO_210_CHAR	$DRA
$LINE_4_5_OUTRO_210_TEXT	Ten srab utíká do světa na půli cesty!
$LINE_4_5_OUTRO_220_CHAR	$DRA
$LINE_4_5_OUTRO_220_TEXT	Rychle! Vtáhni nás za ním!
$LINE_4_5_OUTRO_230_CHAR	$RAN
$LINE_4_5_OUTRO_230_TEXT	Tak moment, moment.
$LINE_4_5_OUTRO_240_CHAR	$RAN
$LINE_4_5_OUTRO_240_TEXT	Jsem tu jediná, kdo si pamatuje, kde je východ?
$LINE_4_5_OUTRO_250_CHAR	$RAN
$LINE_4_5_OUTRO_250_TEXT	Víte, ta věc, kterou se odtud můžeme dostat ven?
$LINE_4_5_OUTRO_260_CHAR	$DRA
$LINE_4_5_OUTRO_260_TEXT	Tohle není chvíle pro zbabělost!
$LINE_4_5_OUTRO_270_CHAR	$RAN
$LINE_4_5_OUTRO_270_TEXT	Tohle není chvíle nechat se zabít!
$LINE_4_5_OUTRO_280_CHAR	$RAN
$LINE_4_5_OUTRO_280_TEXT	*$MCG?
$SCENE_4_6_INTRO_TITLE	Cesta ven
$LINE_4_6_INTRO_00_CHAR	$MAG
$LINE_4_6_INTRO_00_TEXT	Ty tedy prostě odejdeš?
$LINE_4_6_INTRO_10_CHAR	$MCG
$LINE_4_6_INTRO_10_TEXT	Nevidím žádnou jinou možnost.
$LINE_4_6_INTRO_20_CHAR	$MAG
