flag	content	comment
$TITLE_START_DEMO	体験版開始
$TIP_90_TITLE	特別アイテム
$TIP_90_TEXT	難しい難易度でプレイすると、特別なアイテムを見つけることができます。強力なアイテムで、店で売ることはできません。
$TIP_100_TITLE	100%のPsiで帰還
$TIP_100_TEXT	ディフェンダーを帰還させると、通常は使ったPsiの一部しか戻って来ません。<N><N>でも、WAVEが来る前に帰還させれば、PSIを100％取り戻せます。
$TIP_110_TITLE	ユーザー補助
$TIP_110_TEXT	ユーザーはオプションメニューで下記の設定を確認してください。<N><N>1)ビデオ―全画面表示、画像拡大<N>2)コントロール設定<N>3)ユーザー補助―特殊効果ON/OFF、ゲームスピード、経験値率の設定
$TIP_120_TITLE	公共サービス情報
$TIP_120_TEXT	ヒントは、コード解析・ソース解読を防止するために公表しております。
$TIP_130_TITLE	ターゲットの設定
$TIP_130_TEXT	ディフェンダーをクリックすると、ターゲットを設定できます。最初の敵、最後の敵、強い敵、弱い敵、速い敵。どれかを選択すると、その敵を攻撃するようになります。例えば［強い敵]を選ぶと、そのディフェンダーは強い敵を最初に攻撃するようになります。
$TIP_140_TITLE	詳細なターゲット設定
$TIP_140_TEXT	普通の設定だけでなく、さらに4つの設定があります。<N><N>1)テクニック節約<N>2)ガンガン状態異常<N>3)チャンスをモノに<N>4)ブルドッグモード<N><N>必ずしも使わなくても良いですが、使いこなすと戦略をより細かく設定できるでしょう。ターゲット設定の保存も可能です！
$TIP_150_TITLE	炎と氷
$TIP_150_TEXT	炎と氷は同時に使わない方がいいでしょう。炎は氷の異常を無効にし、氷は炎の異常を無効にします。
$TIP_160_TITLE	高難易度
$TIP_160_TEXT	最初から難しい難易度をプレイするのは大変です。<N><N>まずはノーマルモードから始めましょう。
$TIP_170_TITLE	装備
$TIP_170_TEXT	スターキャラに新たな装備を買えば、古い装備は他の仲間たちにとって最高のお下がりになるでしょう。
$TIP_180_TITLE	数で押し切れ
$TIP_180_TEXT	ディフェンダーを一箇所にまとめると、敵の攻撃が拡散するので、生き残るのが簡単になります。<N><N>この作戦のマイナス点は、カバーできるエリアが狭くなることです。
$TIP_190_TITLE	報酬を倍に
$TIP_190_TEXT	レベルアップのペースを調整したいなら、オプションメニューから経験値の倍率を変更してください。<N><N>初期設定では、100％になっています。<N><N>倍率を下げることもできます。
$TIP_200_TITLE	テクニックを無効に
$TIP_200_TEXT	ファイアボールで氷が溶けてしまったり、強力な攻撃を後のバトルのために取っておきたいなど、テクニックを使用したくない場合があるかもしれません。その場合は、ディフェンダーをクリックして、右下のメニューに出てくるテクニックをクリックしてください。一時的に無効にできます。
$TIP_210_TITLE	セーブファイルが見つからない時
$TIP_210_TEXT	ゲームデータのメニューに、フォルダにスパナが付いているボタンがあります。<N><N>このボタンを押せば、ゲームデータが保存されているコンフィグファイルを閲覧できます。
$TIP_220_TITLE	ニューゲーム+
$TIP_220_TEXT	ゲームクリア後は、お馴染みの仲間たちと新しくゲームを始めることができます。しかも、より厳しいバトルとクレイジーな報酬付きです！<N><N>ゲームデータのメニューから、クリア後のセーブスロットのニューゲーム+を選んでください。
$TIP_230_TITLE	強化
$TIP_230_TEXT	ニューゲーム+モードでは、特別なアイテムを稼ぎ、普通のゲームで得た装備を強化することができます。これらの強化されたアイテムには、特別な力があります！
$TIP_240_TITLE	ボーナスミッション
$TIP_240_TEXT	十分なスターを稼いだら、ボーナスバトルを始めましょう。この特別なミッションには、さらなるチャレンジとさらなる報酬があります。
$TIP_250_TITLE	燃えるPsi？
$TIP_250_TEXT	ライトニングの呪文は、Psiを燃焼します。敵の報酬Psiの一部を燃やしてしまうのです。もし、ライトニングで敵に40％のダメージを与えたなら、Psiの報酬から40％が引かれます。
$TIP_260_TITLE	MODのサポート
$TIP_260_TEXT	Defender's QuestではMODを作成できます。<N><N>ゲームデータのメニューから、大きな'M'のボタンをクリックしてください。レベル、キャラ、ステージ、キャラクター、カットシーン、画像、アイテムなどなど、何でも変えられるようになります。
$TIP_270_TITLE	お母さんを大事に
$TIP_270_TEXT	<N><N>お母さんに声をかけてあげよう。<N>寂しがってるよ。
$TYPE_DARK	闇
$TYPE_SHEEP	シープ
$TYPE_SPLITTER	スプリッター
$TYPE_WORM	ワーム
$TYPE_BOSS	ボス
$TYPE_NORMAL	ノーマル
$TYPE_CULTIST	カルト信者
$TYPE_WATER	泳げる
$TYPE_FAST	ファスト
$TYPE_SNAIL	ノロマ
$TYPE_REVENANT	レブナント
$TYPE_ATTACKER	アタッカー
$TYPE_SPITTER	スプリッター
$TYPE_NUKE_ON_KILL	全滅
$TYPE_ARMOR	アーマー
$TYPE_STATIONARY	動かない
$TYPE_TELEPORTER	転送装置
$TYPE_EXALTED	高貴
$TYPE_NO_END_DAMAGE	終わらないダメージ
$GETSCRAP1	廃品、ボロ布、壊れた道具、さびた金属片の山。<N><N>こんなもの誰が欲しがる？
$GETSCRAP2	奈落の底では、通貨として使われているようです。
$END	終わり
$BATTLE_STARTING_FORMATION_TEXT	前回と同様の陣形にしますか？
$DATA_DUMP_BACKGROUNDS	<RE>$DATA_DUMP_BKG
$DATA_DUMP_CUTSCENES	<RE>$DATA_DUMP_CUTSCENE
$DATA_DUMP_MUSIC	Musicを書き出し中・・・
$DATA_DUMP_SFX	SFXを書き出し中・・・
$DATA_DUMP_SPRITES	スプライトを書き出し中・・・
$LQ	“
$MISC_ABSORB_X	<X>を吸収
$MISC_ABSORB_X_RESIST_Y	<X>を吸収, <Y>%軽減
$MISC_ACCEPT_AND_CLOSE	適用後閉じる
$MISC_BOOST_X	<X>をブースト
$MISC_COST:	コスト:
$MISC_DEFEAT	討伐
$MISC_DEFENSE_ABS	防御
$MISC_DEMO_VERSION	デモバージョン
$MISC_DEMO_VERSION_DESC	この作品はDefender's Quest: Valley of the Forgotten, HD Special Editionのデモ版になります。<N><N>グラフィックや機能は開発中であり、製品版とは変更になる場合があります。<N><N>また不具合などが起こることもございますので、予めご了承ください。
$MISC_DQ_NEWS	ニュースをゲット！
$MISC_DQ_SITE	DefendersQuest.com
$MISC_EASIER	もっと簡単
$MISC_ERROR_INVALID_MOD_NAME	無効なMOD名です!
$MISC_ERROR_MOD_BAD	このMODは現バージョンには対応していません。
$MISC_ERROR_MOD_EXISTS	この名前のMODは既に存在しています。
$MISC_ERROR_UNKNOWN	原因不明のエラーが発生しました。
$MISC_ERROR_UNZIP	zipが解凍できません。オプションメニューでMODのパスを変更するか、ハードドライブの空き容量を確認してください。
$MISC_GAME_DATA	ゲームデータ
$MISC_GOLD	スクラップ
$MISC_GOLD:	スクラップ:
$MISC_HARD	<RE>$MISC_EXTREME
$MISC_HARDER	もっと難しい
$MISC_HARD_SHORT	<RE>$MISC_EXTREME_SHORT
$MISC_INFO	情報
$MISC_LEVEL_SHORT_X	レベル<X>
$MISC_LEVEL_SUPER_SHORT	Lv
$MISC_LEVEL_X	レベル<X>
$MISC_MEDIUM	<RE>$MISC_ADVANCED
$MISC_MEDIUM_SHORT	<RE>$MISC_ADVANCED_SHORT
$MISC_MENU	メニュー
$MISC_NEED_PSI	PSI<N>が必要
$MISC_NONE_DEFAULT	なし *
$MISC_NO_CHANGE	変更なし
$MISC_OTHER	他
$MISC_PLUS_X%_TO_ARMOR_MULT	アーマー<PLUS_OR_MINUS><X>
$MISC_PLUS_X%_TO_DEFENSE_MULT	防御<PLUS_OR_MINUS><X>%
$MISC_PLUS_X%_TO_DODGE	回避<PLUS_OR_MINUS><X>
$MISC_PLUS_X%_TO_EVADE	<RE>$MISC_PLUS_X%_TO_DODGE
$MISC_PLUS_X%_TO_REGEN_MULT	回復<PLUS_OR_MINUS><X>%
$MISC_PLUS_X_STAT	<PLUS><X> <STAT>
$MISC_PLUS_X_TO_ARMOR_ABS	アーマー<PLUS_OR_MINUS><X>
$MISC_PLUS_X_TO_ATTACK	攻撃<PLUS_OR_MINUS><X>
$MISC_PLUS_X_TO_ATTACK_SPEED	スピード<PLUS_OR_MINUS><X>
$MISC_PLUS_X_TO_DEFENSE_ABS	防御<PLUS_OR_MINUS><X>
$MISC_PLUS_X_TO_HP	ヒットポイント<PLUS_OR_MINUS><X>
$MISC_PLUS_X_TO_RANGE	射程<PLUS_OR_MINUS><X>
$MISC_PLUS_X_TO_REGEN_ABS	回復<PLUS_OR_MINUS><X>
$MISC_PSI_SHORT	psi
$MISC_RESIST_X	レジスト<X>%
$MISC_SAVE_DATA	セーブデータ
$MISC_SEND_NEXT	次へ送る
$MISC_THORNS	とげ
$MISC_UNIQUE	特別
$MISC_VICTORY	勝利
$MISC_WAIT	待機
$MISC_WEAPON	<RE>$MISC_WEAPONS
$MISC_X_PSI	<X> PSI
$RQ	”
$SKILL_DESC_HEAL	治療
$STATE_CRASH_DETAILS	詳細:
$STATE_CRASH_PROMPT	どうしますか？
$STATE_CRASH_SEND	開発者へ<N>報告する
$STATE_CRASH_SHOW_DUMP	ダンプファイルを<N>表示する
$STATE_CRASH_TITLE	重大なエラー！
$STATUS_DESC_DARK_FRENZY	<RE>$STATUS_DESC_FRENZY
$STATUS_DESC_EVER_BLEED	<RE>$STATUS_DESC_BLEED
$STATUS_DESC_FB_EXISTENTIAL	スピードが-<PERCENT>%減少、レジストが+<PERCENT>%付与。
$STATUS_DESC_FIRE	<RE>$STATUS_DESC_BURN
$STATUS_DESC_INSPIRE	<RE>$STATUS_DESC_INSPIRED
$STATUS_DESC_INSPIRED_HIT	<RE>$STATUS_DESC_INSPIRED
$STAT_DESC_ARMOR	アーマー<N>吸収されるダメージ量
$STAT_DESC_ARMOR_ENEMY	アーマー<N>吸収されるダメージ量
$STAT_DESC_SPAWN	卵:<N>
$STAT_DESC_THORNS	とげ<N>近接攻撃で攻撃してくる人にダメージを与える。
$STAT_DESC_XP	経験値<N>
$TARGET_SPECIFIC_TEXT	手動で敵を選択し攻撃します。他の敵には手を加えません。
$TARGET_SPECIFIC_TITLE	特定攻撃
$TITLE_OPTIONS	オプション
$UI_ACCESS_SEE_ALSO	参考:
$UI_ALL_FILES	すべてのファイル
$UI_CONTROLS_ACCEPT	適用
$UI_CONTROLS_ACCEPT_SELECT	適用/選択
$UI_CONTROLS_AUTO	自動検出
$UI_CONTROLS_BACK_CANCEL	戻る/キャンセル
$UI_CONTROLS_CANCEL	キャンセル
$UI_CONTROLS_CURSOR	カーソル
$UI_CONTROLS_DEVICE	デバイス
$UI_CONTROLS_GAMEPAD	ゲームパッド
$UI_CONTROLS_GAMEPAD_MODEL	モデル
$UI_CONTROLS_KEYBOARD	マウス&キーボード
$UI_CONTROLS_LOGITECH	Logitech
$UI_CONTROLS_MENU	メニュー
$UI_CONTROLS_MENU_ALT	メニュー２
$UI_CONTROLS_MINUS_PLUS_SPEED	-/+<N>スピード
$UI_CONTROLS_NAVIGATE_MENU	ナビゲートメニュー
$UI_CONTROLS_OUYA	Ouya
$UI_CONTROLS_POINTER	ポインター
$UI_CONTROLS_PRESET_COLEMAK	Colemak
$UI_CONTROLS_PRESET_DEFAULT	デフォルト
$UI_CONTROLS_PRESET_PS	PlayStation
$UI_CONTROLS_PRESET_PSJ	日本語
$UI_CONTROLS_PRESET_WIIU	WiiU デフォルト
$UI_CONTROLS_PRESET_XBOX	XBox デフォルト
$UI_CONTROLS_PS3	Playstation 3
$UI_CONTROLS_PS4	Playstation 4
$UI_CONTROLS_SEE_ALSO	参照:
$UI_CONTROLS_SELECT	選択
$UI_CONTROLS_XBOX1	Xbox One
$UI_CONTROLS_XBOX360	Xbox 360
$UI_CONTROLS_XINPUT	Xinput
$UI_DQ_SAVE_FILES	DQ<X>セーブファイル
$UI_EQUIP_ALL_ACC_BOOK	すべての本を装備しています。
$UI_EQUIP_NO_ACC_BOOK	一つも本を持っていません！
$UI_GRAPHICS_HD	HD
$UI_GRAPHICS_ORIGINAL	オリジナル
$UI_HIGH	高
$UI_HIGH()	高(<X>)
$UI_LOGGING_ALWAYS	常に
$UI_LOGGING_ASK	都度確認する
$UI_LOGGING_CRASH	クラッシュログを記録
$UI_LOGGING_CRASH_CONTENT	クラッシュログを含む:
$UI_LOGGING_CRASH_OPTIONS	ゲーム設定
$UI_LOGGING_CRASH_REPLAY	ユーザー入力の記録
$UI_LOGGING_CRASH_SAVES	ファイルの保存
$UI_LOGGING_CRASH_SCREENSHOT	スクリーンショット
$UI_LOGGING_CRASH_SYSTEM	スペック
$UI_LOGGING_NEVER	なし
$UI_LOGGING_SEND	クラッシュログを開発者へ送る
$UI_LOGGING_TITLE	ロギング
$UI_LOW	低
$UI_LOW()	低(<X>)
$UI_MOD_LOAD_MOD_TEXT	MODのロード<LQ><MOD><RQ>?<N>ゲームをリスタートします。
$UI_MOD_ZIP_FILES	Zipファイル (*.*)
$UI_RESOLUTION_CHOICES	利用可:
$UI_RESOLUTION_CURRENT	現在:
$UI_RESOLUTION_CURRENT_PARENTHESES	(現在)
$UI_RESOLUTION_TITLE	画面解像度
$UI_SELECT_A_FILE_TEXT	インポートするセーブファイルを選んでください。
$UI_SELECT_A_FILE_TITLE	ファイルを選択してください。
$UI_VIDEO_CHANGE_RES_TO	解像度を<X>に変更
$UI_VIDEO_CUTSCENES	カットシーン
$UI_VIDEO_GRAPHICS	グラフィック
$UI_VIDEO_HD	ワイド画面(16:9)
$UI_VIDEO_MATCH_MONITOR	フルスクリーンに合わせる
$UI_VIDEO_MODE	モード
$UI_VIDEO_RESOLUTION	フルスクリーンの画面解像度
$UI_VIDEO_SCREEN_SIZE	画面サイズ
$UI_VIDEO_SD	スタンダード画面 (4:3)
$UI_VIDEO_SELECT_NEW	新規を選択・・・
$UI_VIDEO_SPRITES	スプライト
$WEAK_DMG_MULT	<FLAVOR>からの+<PERCENT>%分追加ダメージ
$YOU_GOT_MONEY	<MONEY>スクラップ獲得！
$MISC_ADJUST_REWARDS	デフォルト値は100％です。アップまたはダウンで報酬を調整してください。
$MISC_BREAK_HERO_MODE_TEXT	<LQ>ヒーローモード<RQ>プレイ中は、味方ユニットを雇用できません。<N>ヒーローモードを終了して、味方ユニットを雇用しますか？
$MISC_BREAK_HERO_MODE_TITLE	ヒーローモードを終了しますか？
$MISC_CURRENT_SAVE	現在のセーブファイル：
$MISC_CUSTOM_SETTINGS	カスタマイズ…
$MISC_DEFAULT_SETTINGS	デフォルト（初心者におすすめ）
$MISC_DELETE_ACHIEVEMENT	実績を削除しますか?
$MISC_DELETE_BOTH_GOG_ACHIEVEMENT	コンピューター内とGOGの実績を削除する
$MISC_DELETE_BOTH_STEAM_ACHIEVEMENT	コンピューター内とSteamの実績を削除する
$MISC_DELETE_LOCAL_ACHIEVEMENT	コンピューター内の実績のみ削除する
$MISC_ERROR!	エラー！
$MISC_FAIL_TT_TEXT	バトルに敗北したたときに差し引かれる経験値とスクラップを調整します。<N>デフォルトは－50％です。アップまたはダウンでペナルティを調整してください。
$MISC_FAIL_TT_TITLE	<RE>$UI_ACCESS_FAILURE_PENALTY
$MISC_GOLD_TT_TEXT	バトル後に獲得するスクラップ（お金）<N><RE>[$MISC_ADJUST_REWARDS]
$MISC_GOLD_TT_TITLE	スクラップ
$MISC_HERO_MODE	ヒーローモード
$MISC_HERO_MODE_TEXT	味方ユニットは雇用できません。<N>はじめてゲームをプレイする方にはおすすめできません！<N><N>注意：<N>ヒーローモード内で味方ユニットを雇用しようとするときに出る警告を無視することで、ヒーローモードを終了して味方を雇用できるようになります。<N><N>ヒーローモードでは、経験値とスクラップの獲得率を300％に設定することを強くおすすめします。<N><N>この設定は、実績「ヒーローモード」には影響しません。この実績は、味方ユニットを雇用しないことだけが条件です。
$MISC_HERO_MODE_TITLE	<RE>$MISC_HERO_MODE
$MISC_NEW_GAME_SETTINGS	ニューゲーム設定
$MISC_NO_HARDWARE	お使いのシステムはハードウェアアクセラレーションに対応していません。ゲームを実行することはできますが、グラフィック設定を下げないとゲーム速度が低下する可能性があります。
$MISC_RESTORE_DEFAULTS	デフォルトに戻す
$MISC_SAVE_ERROR_TEXT	オートセーブに失敗しました。設定を確認してください。<N>その後、再試行します。
$MISC_SAVE_ERROR_TITLE	オートセーブエラー！
$MISC_SAVE_FIXED_TEXT	オートセーブに成功しました。正常に設定されたようですね。<N>終了します。
$MISC_SAVE_FIXED_TITLE	オートセーブが作動しています！
$MISC_WARNING	警告！
$MISC_WAVE_X	WAVE <X>
$SAVE_SLOT_DELETE_TEXT	このセーブファイルを完全に削除します。本当によろしいですか？
$SAVE_SLOT_DELETE_TITLE	セーブファイルを削除する
$SAVE_SLOT_EXPORT_TEXT	セーブファイルをテキストファイルにバックアップする。
$SAVE_SLOT_EXPORT_TITLE	セーブファイルをエクスポートする
$SAVE_SLOT_IMPORT_TEXT	コンピューター内のDefender's Questセーブファイルを検索する。
$SAVE_SLOT_IMPORT_TITLE	セーブファイルをインポートする
$SAVE_SLOT_NEW_GAME_PLUS_TEXT	獲得した経験値、スキル、装備を引き継いで、より難易度の高いニューゲームをスタートします。ニューゲーム+では、新しいタイプの敵、新しいクエスト、より強力な装備、そしてより多くの日記が登場します。 <N><N>注意：パーティーの成長はオリジナルゲームのデータと同期されます。オリジナルゲームとニューゲーム+間では、完全に自由にパーティーを行き来させることができます。
$SAVE_SLOT_NEW_GAME_PLUS_TITLE	ニューゲーム+をスタートする
$SAVE_SLOT_PLAY_PLUS_TEXT	パーティーの成長はオリジナルゲームのデータと同期されます。オリジナルゲームとニューゲーム+間では、完全に自由にパーティーを行き来させることができます。
$SAVE_SLOT_PLAY_PLUS_TITLE	ニューゲーム+を再開する
$UI_ACCESS_FAILURE_PENALTY	敗北ペナルティ
$UI_DEMO_IMPORT_OPTIONS	デモ版からオプション設定をインポートしますか？
$UI_DEMO_OPTIONS_DETECTED	デモ版のオプション設定があります！
$UI_LEGACY_IMPORT_SAVES	旧バージョンのDefender's Questからセーブファイルをインポートしますか？
$UI_LEGACY_SAVES_DETECTED	旧バージョンのセーブファイルがあります！
$YOU_GOT_NEW_GAME_PLUS_TEXT	おめでとうございます！パーティーはそのままで、新しい冒険を始めることができます。<N><N>変異して新たな能力を持った敵と対峙し、新たなすばらしいパワーを備えた武器を装備し、図書館に新たな本を加えましょう。追加のカットシーンとストーリーを楽しめるたくさんの新たなサイドクエストをプレイし、開発者の解説をアンロックし、エズティル・テノクのことばを解読し、新たなキャラクターを使用するなど、たくさんのことができます！<N><N><RE>[$NEW_GAME_PLUS_NOTE]<N><N><LQ>オリジナル<RQ>ゲームにはいつでも戻ることができます。
$YOU_GOT_NEW_GAME_PLUS_TITLE	ニューゲーム+が解除されました！
$MISC_PLEASE_RECONNECT_CONTROLLER	コントローラーを\n接続しなおしてください
$PRESS_A	<A> ボタンを押すと開始します。
$MISC_REQUIRES_RESTART	(再起動が必要)
$MISC_PICTURE_SIZE	画像サイズ
$MISC_SIGNED_OUT	<USER> はサインアウトしました
$MISC_SIGNED_IN	<USER> としてサインイン済み
$MISC_SWITCH_USER	ユーザーをきりかえ
$MISC_RESTART_XBOX	Xbox を再起動しますか?
