flag	content	comment		
$UI_CONTROLS_KEYBOARD	Ratón y teclado			
$UI_CONTROLS_LOGITECH	Logitech			
$UI_CONTROLS_MENU	Menú			
$UI_CONTROLS_MENU_ALT	Menú 2			
$UI_CONTROLS_MINUS_PLUS_SPEED	-/+<N>Velocidad			
$UI_CONTROLS_MINUS_SPEED	- Velocidad			
$UI_CONTROLS_MOVE_CURSOR	Mover cursor			
$UI_CONTROLS_NAVIGATE_MENU	Navegar por el menú			
$UI_CONTROLS_NONE	Nada			
$UI_CONTROLS_NORMAL	Normal			
$UI_CONTROLS_NUMS	font:18,off_y:1,off_x:-2			
$UI_CONTROLS_OUYA	Ouya			
$UI_CONTROLS_PAUSE	Pausa			
$UI_CONTROLS_PAUSE_NUMS	off_x:10			
$UI_CONTROLS_PLUS_SPEED	#NAME?			
$UI_CONTROLS_PLUS_SPEED_NUMS	off_x:25			
$UI_CONTROLS_POINTER	Pointer			
$UI_CONTROLS_PRESET_AZERTY	Azerty			
$UI_CONTROLS_PRESET_COLEMAK	Colemak			
$UI_CONTROLS_PRESET_CUSTOM	Personalizado			
$UI_CONTROLS_PRESET_DEFAULT	Por defecto			
$UI_CONTROLS_PRESET_DVORAK	Dvorak			
$UI_CONTROLS_PRESET_LEFTY	Zurdo			
$UI_CONTROLS_PRESET_PS	PlayStation			
$UI_CONTROLS_PRESET_PSJ	Japonés			
$UI_CONTROLS_PRESET_QWERTY	Qwerty			
$UI_CONTROLS_PRESET_QWERTZ	Qwertz			
$UI_CONTROLS_PRESET_WIIU	WiiU por defecto			
$UI_CONTROLS_PRESET_XBOX	XBox por defecto			
$UI_CONTROLS_PRESETS	Preajustes			
$UI_CONTROLS_PS3	Playstation 3			
$UI_CONTROLS_PS4	Playstation 4			
$UI_CONTROLS_RECALL	Retirar			
$UI_CONTROLS_RECALL_NUMS	off_x:10			
$UI_CONTROLS_SCROLL	Desplazar mapa,<N>Apostar defensor			
$UI_CONTROLS_SEE_ALSO	Ver también:			
$UI_CONTROLS_SELECT	Seleccionar			
$UI_CONTROLS_SLOW	Lento			
$UI_CONTROLS_SLOWEST	Lo más lento			
$UI_CONTROLS_SPEED	Velocidad			
$UI_CONTROLS_SPELL	Hechizo			
$UI_CONTROLS_TAB_NAV	Navegación<N>pestañas			
$UI_CONTROLS_TARGET	Objetivo			
$UI_CONTROLS_TITLE	Controles			
$UI_CONTROLS_VIRTUAL_MOUSE	Ratón virtual			
$UI_CONTROLS_XBOX1	Xbox One			
$UI_CONTROLS_XBOX360	Xbox 360			
$UI_CONTROLS_XINPUT	Xinput			
$UI_DEFENDER_BOOST	MEJORAR: <PSI> Psi			
$UI_DEFENDER_BOOST_MAX	MEJORA MÁXIMA			
$UI_DEFENDER_BOOST_NEED	MEJORAR: Requiere<N><PSI> de Psi			
$UI_DEFENDER_BOOST_NEED2	MEJORAR: Requiere <PSI> de Psi			
$UI_DEFENDER_BOOST_NEED_NUMS	font:11,x_off:0,y_off:-4			
$UI_DEFENDER_BOOST_UNLOCK	Se desbloquea en el NIVEL <LVL> DE MEJORA			
$UI_DEFENDER_CLICK_TO	(Clic para activar/desactivar)			
$UI_DEFENDER_CLICK_TO_CONSOLE	(Selecciona para activar/desactivar)			
$UI_DEFENDER_RECALL	Retirar			
$UI_DEFENDER_RECALL_LINE	RETIRAR: +<PSI> Psi			
$UI_DEFENDER_TECHNIQUE	Técnica			
$UI_DEFENDER_TECHNIQUES	TÉCNICAS			
$UI_DEFENDER_TRAIT	Cualidad			
$UI_DEFENDER_TRAITS	CUALIDADES			
$UI_DEFQ_MODS	Mod			
$UI_DEMO_IMPORT_OPTIONS	¿Importar ajustes de opciones de la demo?			
$UI_DEMO_IMPORT_SAVES	¿Importar las partidas guardadas de la demo?			
$UI_DEMO_OPTIONS_DETECTED	¡Opciones de la demo detectadas!			
$UI_DEMO_SAVES_DETECTED	¡Partidas guardadas de la demo detectadas!			
$UI_DOWNLOAD_BODY	Clica un botón para descargar la<N>versión para escritorio del juego.<N><N>Se descargará en una nueva ventana/pestaña.<N>Puede haber un pequeño retraso: dale un<N>minuto e intenta no pulsar varias veces el botón.			
$UI_DOWNLOAD_LINUX	Linux			
$UI_DOWNLOAD_MACINTOSH	Macintosh			
$UI_DOWNLOAD_SOUNDTRACK	Banda sonora			
$UI_DOWNLOAD_WARNING	¡DESACTIVA TU<N>BLOQUEADOR DE POP-UP!			
$UI_DOWNLOAD_WINDOWS	Windows			
$UI_DQ_SAVE_FILES	DQ<X> Save Files			
$UI_EQUIP_ALL_A_HEAVY	¡Todas las armaduras pesadas equipadas!			
$UI_EQUIP_ALL_A_HEAVY_EQUIPPED	¡Todas las armaduras pesadas equipadas!			
$UI_EQUIP_ALL_A_LIGHT	¡Todas las armaduras ligeras equipadas!			
$UI_EQUIP_ALL_A_LIGHT_EQUIPPED	¡Todas las armaduras ligeras equipadas!			
$UI_EQUIP_ALL_ACC_BOOK	¡Todos los libros equipados!			
$UI_EQUIP_ALL_W_BOW	¡Todos los arcos equipados!			
$UI_EQUIP_ALL_W_BOW_EQUIPPED	¡Todos los arcos equipados!			
$UI_EQUIP_ALL_W_STAFF	¡Todos los báculos equipados!			
$UI_EQUIP_ALL_W_STAFF_EQUIPPED	¡Todos los báculos equipados!			
$UI_EQUIP_ALL_W_SWORD	¡Todas las espadas equipadas!			
$UI_EQUIP_ALL_W_SWORD_EQUIPPED	¡Todas las espadas equipadas!			
$UI_EQUIP_CANT_SELL_UNIQUE	¡No puedes vender objetos únicos!			
$UI_EQUIP_CANT_UPGRADE_A_HEAVY	¡No tienes armaduras pesada que pueda mejorar!			
$UI_EQUIP_CANT_UPGRADE_A_LIGHT	¡No tienes armaduras ligeras que pueda mejorar!			
$UI_EQUIP_CANT_UPGRADE_W_BOW	¡No tienes arcos que pueda mejorar!			
$UI_EQUIP_CANT_UPGRADE_W_STAFF	¡No tienes báculos que pueda mejorar!			
$UI_EQUIP_CANT_UPGRADE_W_SWORD	¡No tienes espadas que pueda mejorar!			
$UI_EQUIP_CLASS_CANT_A	¡Esta clase no puede equiparse con armaduras!			
$UI_EQUIP_CLASS_CANT_W	¡Esta clase no puede equiparse con armas!			
$UI_EQUIP_COMPARE	comparar			
$UI_EQUIP_EQUIP_AFTER	Equipar tras comprar			
$UI_EQUIP_EQUIP_WHO	¿A quién equipar?			
$UI_EQUIP_EQUIPPED	Equipado			
$UI_EQUIP_MAX_OWNED	MÁXIMO ADQUIRIDO			
$UI_EQUIP_NAME	Nombre			
$UI_EQUIP_NO_A_HEAVY	¡No tienes armadura pesada!			
$UI_EQUIP_NO_A_HEAVY	¡No tienes armadura pesada!			
$UI_EQUIP_NO_A_LIGHT	¡No tienes armadura ligera!			
$UI_EQUIP_NO_A_LIGHT	¡No tienes armadura ligera!			
$UI_EQUIP_NO_ACC_BOOK	¡No tienes ningún libro!			
$UI_EQUIP_NO_W_BOW	¡No tienes ningún arco!			
$UI_EQUIP_NO_W_BOW	¡No tienes ningún arco!			
$UI_EQUIP_NO_W_STAFF	¡No tienes ningún báculo!			
$UI_EQUIP_NO_W_STAFF	¡No tienes ningún báculo!			
$UI_EQUIP_NO_W_SWORD	¡No tienes ninguna espada!			
$UI_EQUIP_NO_W_SWORD	¡No tienes ninguna espada!			
$UI_EQUIP_OWNED	adquirido			
$UI_EQUIP_OWNER	Dueño			
$UI_EQUIP_PRICE	precio			
$UI_EQUIP_SELL_OLD_ARMOR_FOR	¿Vender armadura antigua por <SELL_PRICE> de chatarra?			
$UI_EQUIP_SELL_OLD_WEAPON_FOR	¿Vender arma antigua por <SELL_PRICE> de chatarra?			
$UI_EQUIP_SHOW_EQUIPPED	Mostrar equipados			
$UI_EQUIP_SHOW_EQUIPPED	Mostrar equipados			
$UI_EQUIP_STAT	Estad.			
$UI_EQUIP_WHO_WILL	Equipar en:			
$UI_EULA_TITLE	ACUERDO DE LICENCIA DE USUARIO FINAL			
$UI_GAMEPLAY_ALWAYS	Siempre			
$UI_GAMEPLAY_AUTO_UPDATE	Autoactualizador			
$UI_GAMEPLAY_BATTLE_NUMBERS	Cifras de batalla			
$UI_GAMEPLAY_CLOUD_SAVE	Partidas guardadas en nube			
$UI_GAMEPLAY_DEFAULT	Solo nuevas batallas			
$UI_GAMEPLAY_DIALOGUE	Diálogo			
$UI_GAMEPLAY_DISABLE_UPDATER	Desactivar autoactualizador			
$UI_GAMEPLAY_ENABLE_UPDATER	Comprueba las actualizaciones<N>cuando el juego se inicia			
$UI_GAMEPLAY_HIDE	Ocultar			
$UI_GAMEPLAY_MISCELLANEOUS	Miscelánea			
$UI_GAMEPLAY_NEVER	Nunca			
$UI_GAMEPLAY_OFF	Off			
$UI_GAMEPLAY_ON	On			
$UI_GAMEPLAY_SHOW	Mostrar			
$UI_GAMEPLAY_SLOW_FOOTNOTE	Puede ralentizar el juego			
$UI_GAMEPLAY_TRACK_NO	¡No me vigiles, hermano!			
$UI_GAMEPLAY_TRACK_YES	Déjanos monitorizar estadísticas de juego anónimas			
$UI_GAMEPLAY_TRACKING	Seguimiento de datos			
$UI_GAMEPLAY_TUTORIALS	Tutoriales			
$UI_GRAPHICS_HD	HD			
$UI_GRAPHICS_ORIGINAL	Original			
$UI_HIGH	Alto			
$UI_HIGH()	Alto(<X>)			
$UI_LEGACY_IMPORT_SAVES	¿Importar partidas guardadas de la versión antigua de Defender's Quest?			
$UI_LEGACY_SAVES_DETECTED	¡Partidas guardadas de la versión Legacy detectadas!			
$UI_LOGGING_ALWAYS	Siempre			
$UI_LOGGING_ASK	Preguntar cada vez			
$UI_LOGGING_CRASH	Guardar registros de error			
$UI_LOGGING_CRASH_CONTENT	Incluir con registros de error:			
$UI_LOGGING_CRASH_OPTIONS	Ajustes del juego			
$UI_LOGGING_CRASH_REPLAY	Registros de entrada de usuario			
$UI_LOGGING_CRASH_SAVES	Guardar archivos			
$UI_LOGGING_CRASH_SCREENSHOT	Captura de pantalla			
$UI_LOGGING_CRASH_SYSTEM	Especificaciones del sistema			
$UI_LOGGING_NEVER	Nunca			
$UI_LOGGING_SEND	Enviar registros de error al desarrollador			
$UI_LOGGING_TITLE	Registro			
$UI_LOW	Bajo			
$UI_LOW()	Bajo(<X>)			
$UI_MISC_NUMS	font:18,off_y:1,off_x:-2			
$UI_MISC_TITLE	Miscelánea			
$UI_MOD_ALL_FILES	Todos los archivos (*.*)			
$UI_MOD_AUTHOR	Autor			
$UI_MOD_BKGS	<PLUS>42M de escenarios			
$UI_MOD_BROWSE_QUEUE	Mis Mods			
$UI_MOD_BROWSE_WORKSHOP	Steam Workshop			
$UI_MOD_CREATE_NEW	Crear nuevo Mod			
$UI_MOD_DATA_ONLY	Solo datos (1M)			
$UI_MOD_DEFQ_SAVE	Archivos de guardado de Defender's Quest (*.dfq)			
$UI_MOD_DOWNLOAD	Descargando Mod			
$UI_MOD_DOWNLOAD_TEXT				
$UI_MOD_EDIT	Editar			
$UI_MOD_EXISTS	Existe un Mod.<N>¿Quieres cargarlo?			
$UI_MOD_EXPORT_CANCEL	¡Exportación cancelada!			
$UI_MOD_EXPORT_CANCEL_TEXT	Los archivos están en:			
$UI_MOD_EXPORT_CHURN	Tarea <TASK_PROGRESS><N><N><TASK><N><PROGRESS>			
$UI_MOD_EXPORT_FAIL	¡Exportación fallida!			
$UI_MOD_EXPORT_FAIL_TEXT	¡Hubo un error!			
$UI_MOD_EXPORT_FINISH	¡Exportación completada!			
$UI_MOD_EXPORT_FINISH_TEXT	Tu mod se encuentra en:			
$UI_MOD_EXPORTING	Exportar datos			
$UI_MOD_INSTALL_ERROR	Ese nombre de carpeta de mod ya existe.<N>¿Y si pruebas otro nombre?			
$UI_MOD_INSTALL_ERROR2	No se pudo instalar el Mod.			
$UI_MOD_INSTALL_STANDALONE	Instalar desde ZIP			
$UI_MOD_LATER	Más tarde			
$UI_MOD_LOAD_EXISTING	Cargar Mod existente			
$UI_MOD_LOAD_FAIL	¡Carga fallida!			
$UI_MOD_LOAD_FAIL_TEXT	Error al cargar el mod:			
$UI_MOD_LOAD_FINISH	Carga completada			
$UI_MOD_LOAD_FINISH_TEXT	Mod cargado con éxito.<N>El juego se reiniciar?.			
$UI_MOD_LOAD_MOD	Cargar Mod			
$UI_MOD_LOAD_MOD_TEXT	¿Cargar el mod <LQ><MOD><RQ>?<N>Esto hará que se reinicie el juego.			
$UI_MOD_LOADING	Cargando Mod...			
$UI_MOD_MISSING	No se pudo encontrar settings.xml.<N>O no hay mod,<N>o está corrupto.			
$UI_MOD_MISSING_SUBSCRIBE	Archivos suscritos			
$UI_MOD_MISSING_SUBSCRIBE_TEXT	¿Quieres descargar:<N><NUM> archivo(s) suscrito(s) a la workshop?			
$UI_MOD_MOD_INCOMPAT_TEXT	<N>El archivo es de un mod diferente,<N>podría ser incompatible.<N><N>¿Intentar la importación de todos modos?			
$UI_MOD_MOVIES	<PLUS>13M de secuencias			
$UI_MOD_NAME	Introduce un nombre para este Mod			
$UI_MOD_NORM_INCOMPAT_TEXT	<N>Hay un mod activo, pero este<N>archivo es del juego normal,<N>podría ser incompatible.<N><N>¿Intentar la importación de todos modos?			
$UI_MOD_NOT_DIR	¡Hala!<N>¡Eso ni siquiera es un directorio!<N>Inténtalo otra vez.			
$UI_MOD_PATH	Ruta de archivos de Mod...			
$UI_MOD_PLAY	Jugar			
$UI_MOD_PLEASE_WAIT	Espera mientras<N>se carga tu Mod			
$UI_MOD_PROGRESS	Tarea <TASK><N>Archivo <FILE><N>			
$UI_MOD_SELECT_DIR	Elegir directorio de Mod			
$UI_MOD_SHARE	Compartir			
$UI_MOD_SHARE_TEXT_LOCAL	Se creará un paquete de tu mod en un único archivo para una distribución más fácil.			
$UI_MOD_SHARE_TEXT_STEAM	Se creará un paquete y se subiré tu mod al Steam Workshop.			
$UI_MOD_SHARE_TITLE	Compartir Mod			
$UI_MOD_SHARED	Compartido			
$UI_MOD_SPRITES	<PLUS>4M de Sprites			
$UI_MOD_STEAM_SEND	Enviando a Steam			
$UI_MOD_STEAM_UPLOAD	Subiendo a Steam...			
$UI_MOD_STEAM_WAIT	Esperando respuesta de Steam...<N>(Puede tardar un poco)			
$UI_MOD_SUBSCRIBED	Suscrito			
$UI_MOD_TEMPLATE_SETTINGS	Ajustes de plantilla de Mod			
$UI_MOD_TITLE	Modificaciones			
$UI_MOD_TITLE	Modificaciones			
$UI_MOD_UPDATE	Actualizar			
$UI_MOD_UPDATE_STEAM_FINISH	Actualización completada			
$UI_MOD_UPDATE_STEAM_FINISH_TEXT	El mod se actualizó con éxito en<N>Steam Workshop			
$UI_MOD_UPDATE_TEXT_STEAM	Se actualizará tu mod en Steam Workshop.			
$UI_MOD_WEB_BROWSER	Navegador			
$UI_MOD_WORKSHOP	Workshop			
$UI_MOD_ZIP_FAIL	¡Creación de paquete fallida!			
$UI_MOD_ZIP_FAIL_TEXT	Hubo un error al crear el zip de los archivos.			
$UI_MOD_ZIP_FILES	Archivos zip (*.*)			
$UI_MOD_ZIP_FINISH	Creación de paquete completada.			
$UI_MOD_ZIP_FINISH_TEXT	Se creó el zip del mod con éxito.			
$UI_MOD_ZIP_PROGRESS	Tarea <TASK><N>Archivo <FILE><N>			
$UI_MOD_ZIP_STEAM_FAIL	¡Actualización fallida!			
$UI_MOD_ZIP_STEAM_FAIL_TEXT	No se pudo subir el mod al<N>Steam Workshop.			
$UI_MOD_ZIP_STEAM_FINISH	Subida completada			
$UI_MOD_ZIP_STEAM_FINISH_TEXT	El mod se subió con éxito al<N>Steam Workshop			
$UI_MOD_ZIPPING	Archivos de paquete de mod			
$UI_MOVIE_END	final			
$UI_MOVIE_QUEST	misión			
$UI_MOVIE_SCENE	escena			
$UI_MOVIE_SELECT_A_MOVIE	Elige una secuencia			
$UI_MUSIC	Música:			
$UI_NORM_MOD_INCOMPAT_TEXT	<N>El archivo es de un mod y<N>podría ser incompatible.<N><N>¿Intentar la importación de todos modos?			
$UI_OPTIONS_MENU	Menú de opciones			
$UI_OPTIONS_NUMS	font:18,off_y:1,off_x:-2			
$UI_OPTIONS_SPEED	Velocidad del juego			
$UI_OPTIONS_TITLE	Opciones			
$UI_QUIT_NUMS	font:16,off_y:3,off_x:-2			
$UI_RECRUIT_BERSERKER_NUMS	font:14,x_off:0,y_off:0			
$UI_RECRUIT_CLASS_FULL	CLASE COMPLETA			
$UI_RECRUIT_DRAGON_NUMS	font:14,x_off:0,y_off:0			
$UI_RECRUIT_HEALER_NUMS	font:14,x_off:0,y_off:0			
$UI_RECRUIT_KNIGHT_NUMS	font:14,x_off:0,y_off:0			
$UI_RECRUIT_MAGE_NUMS	font:14,x_off:0,y_off:0			
$UI_RECRUIT_RANGER_NUMS	font:14,x_off:0,y_off:0			
$UI_RESOLUTION_CHOICES	Disponible:			
$UI_RESOLUTION_CURRENT	Actual:			
$UI_RESOLUTION_CURRENT_PARENTHESES	(Actual)			
$UI_RESOLUTION_TITLE	Resolución del monitor			
$UI_RESTART_NUMS	font:18,off_y:1,off_x:-2			
$UI_REWARD_BOX_ENEMY_LEVELS_NUMS	y_off:-5			
$UI_SAVE_CONFIRM_DELETE	¿Confirmar el borrado?			
$UI_SAVE_CONFIRM_DELETE_TEXT	¿Eliminar PERMANENTEMENTE esta<N>partida guardada?			
$UI_SAVE_DEMO_ATTENTION	¡Cuidado!			
$UI_SAVE_DEMO_IMPORT	Importación de demo			
$UI_SAVE_DEMO_IMPORT_TEXT	Este archivo es de la DEMO. Puede que se realicen algunos ajustes.<N>¿Vale?			
$UI_SAVE_DEMO_NEWER	El archivo es de una versión MÁS ACTUAL del juego,<N>podría ser incompatible.<N>¿Intentar la importación de todos modos?			
$UI_SAVE_DEMO_OLDER	El archivo es de una versión MÁS ANTIGUA del juego,<N>podrían realizarse algunos ajustes.<N>¿Vale?			
$UI_SAVE_ERROR_INCOMPAT	¡No compatible!			
$UI_SAVE_ERROR_INCOMPAT_TEXT	¡Error! Estás jugando a la DEMO<N>y este archivo es de la versión COMPLETA			
$UI_SAVE_MENU_CHECK_GOG	¡Echa un vistazo en GOG para actualizaciones gratis!			
$UI_SAVE_MENU_DOWNLOAD	Conseguir versión de descarga			
$UI_SAVE_MENU_FULL_VERSION	Versión completa			
$UI_SAVE_MENU_KONG_DEMO	<RE>$MISC_DEMO_VERSION			
$UI_SAVE_MENU_KONG_DEMO_LOGIN_FULL	Demo - ¡Accede a kongregate para tener acceso al juego completo!			
$UI_SAVE_MENU_KONG_DEMO_LOGIN_XDEMO	Demo - ¡Accede a kongregate para tener acceso a contenido adicional!			
$UI_SAVE_MENU_KONG_XDEMO	Versión demo extendida			
$UI_SAVE_MENU_KONG_XDEMO_LOGIN	Demo extendida - ¡Accede a kongregate para tener acceso al juego completo!			
$UI_SAVE_MENU_LOADED	¡Carga completada!			
$UI_SAVE_PATH	Ruta de archivos de guardado...			
$UI_SAVE_SELECT_DIR	Elegir Directorio de partidas guardadas			
$UI_SELECT_A_FILE_TEXT	Selecciona un archivo de guardado para importar			
$UI_SELECT_A_FILE_TITLE	¡Selecciona un archivo!			
$UI_SFX	SFX:			
$UI_SHOP_EQUIP_NUMS	font:17,y_off:1			
$UI_SKILLS_CLICK_TO_UPGRADE	Clica para mejorar.			
$UI_SKILLS_MAX	MÁXIMO			
$UI_SKILLS_MOUSE_OVER	Pasa el cursor para inspeccionar.			
$UI_SKILLS_NO_LEARN_SPELL	Todavía no has aprendido este hechizo.			
$UI_SKILLS_NO_POINTS	No hay puntos disponibles.			
$UI_SKILLS_REQ_1PT	REQUIERE: Pers. NVL <LVL>,<N><PT> punto en <SKILL>			
$UI_SKILLS_REQ_XPT	REQUIERE: Pers. NVL <LVL>,<N><PT> puntos en <SKILL>			
$UI_TIPS_TITLE	Consejos y trucos			
$UI_TOWN_ARMOR_NUMS	font:13,y_off:1			
$UI_UPDATER_ASK_DOWNLOAD	¿Descargar la actualización?			
$UI_UPDATER_CANCEL	<RE>$MISC_CANCEL			
$UI_UPDATER_CHECKING	Comprobando actualizaciones...			
$UI_UPDATER_CHECKSUM	Calculando suma de verificación...			
$UI_UPDATER_CHECKSUM_MISMATCH	La suma de verificación del archivo no coincide con lo que se espera.<N><N>Las posibles causas son una descarga incompleta (muy probable), un problema de seguridad (menos probable), o rayos cósmicos (¡nunca se sabe!).<N><N>Sea lo que sea, la actualización ha fallado.			
$UI_UPDATER_CLOSE_WINDOW	Debes cerrar esta ventana antes de instalar la actualización.			
$UI_UPDATER_CONNECT_AGAIN	Conectando de nuevo			
$UI_UPDATER_CONNECTING	Conectando al servidor...			
$UI_UPDATER_CURRENT_VERSION	Versión actual:<T>			
$UI_UPDATER_DEB	Paquete DEB			
$UI_UPDATER_DETAILS	Detalles:			
$UI_UPDATER_DOWNLOADED	¡Actualización descargada!			
$UI_UPDATER_DOWNLOADING_FILE	Descargando archivo de actualización...			
$UI_UPDATER_DOWNLOADING_SIG	Descargando firma de actualización...			
$UI_UPDATER_ERROR!	¡ERROR!			
$UI_UPDATER_EXITING	Saliendo de la aplicación...			
$UI_UPDATER_FILE_IS_AT	Tu archivo de actualización está ubicado en:			
$UI_UPDATER_GIVE_UP	Me riendo			
$UI_UPDATER_IF_NO_WINDOW	Si una carpeta de navegación no se abre, intenta acceder manualmente.			
$UI_UPDATER_INSTALLING	Instalando actualización...			
$UI_UPDATER_NAVIGATE_NOW	¿Navegar hasta el archivo ahora?			
$UI_UPDATER_NAVIGATING	Navegando hasta el archivo...			
$UI_UPDATER_NEWEST_VERSION	Versión más reciente:<T>			
$UI_UPDATER_NO_BIG_DEAL	No hay ningún problema, puedes jugar al juego, pero no pupedes acceder al servidor de actualización ahora mismo.			
$UI_UPDATER_NO_DOWNLOAD	No se pudo descargar archivo de actualización.			
$UI_UPDATER_NO_INFO	No se pudo encontrar información de actualización en el servidor.			
$UI_UPDATER_NO_UPDATES	No hay actualizaciones disponibles			
$UI_UPDATER_NO_VERIFY	No se pudo verificar archivo de actualización.			
$UI_UPDATER_NOTE	Nota:			
$UI_UPDATER_PLEASE_WAIT	<RE>$MISC_PLEASE_WAIT			
$UI_UPDATER_RPM	Paquete RPM			
$UI_UPDATER_SECURED_WITH	Este mecanismo de actualización está asegurado con HTTPS<N>y con comprobación de huella dactilar.			
$UI_UPDATER_SECURITY	Por razones de seguridad, debes lanzar manualmente el instalador descargado.<N><N>Este programa navegará hasta  la ubicación de tu descarga de archivo.			
$UI_UPDATER_SERVER_TIMEOUT	¡Tiempo de espera de servidor agotado!			
$UI_UPDATER_TARGZ	Archivo TAR.GZ			
$UI_UPDATER_TRY_AGAIN	Lo intento de nuevo			
$UI_UPDATER_TRYING_30	Inténtadolo durante 30 segundos			
$UI_UPDATER_UPDATE_EXISTS	¡Versión actualizada disponible!			
$UI_VIDEO_AOE	Resaltar áreas<N>de ataque			
$UI_VIDEO_BIT_DEPTH	Profundidad			
$UI_VIDEO_CAN_SLOW_GAME	(Puede ralentizar el juego)			
$UI_VIDEO_CHANGE_RES	Cambiar resolución			
$UI_VIDEO_CHANGE_RES_BUTTON	¡Cambiar!			
$UI_VIDEO_CHANGE_RES_TO	Cambiar resolución a <X>	que prohíbe reclutar personajes genéricos.<N>¿Quieres abandonar este modo ahora y reclutar a un personaje?		
$UI_VIDEO_CUTSCENES	Cinemáticas			
$UI_VIDEO_FULLSCREEN	Pantalla completa			
$UI_VIDEO_GRAPHICS	Gráficos			
$UI_VIDEO_HD	Ancho (16:9)			
$UI_VIDEO_IF_DOESNT_WORK	Si la nueva resolución no funciona,<N>se revertirá tras unos segundos.			
$UI_VIDEO_MATCH_MONITOR	Match Pantalla completa			
$UI_VIDEO_MODE	Modo			
$UI_VIDEO_MOUSE	Cursor			
$UI_VIDEO_MOUSE_DEFAULT	Por defecto			
$UI_VIDEO_MOUSE_FANCY	Sofisticado			
$UI_VIDEO_NUMS	font:18,off_y:1,off_x:-2			
$UI_VIDEO_PARTICLES	Partículas			
$UI_VIDEO_PIXELS	Píxeles			
$UI_VIDEO_RECOMMENDED	Recomendado:			
$UI_VIDEO_REFRESH	Actualizar	este ajuste no es necesario para el logro "Modo héroe"; basta con no tener ningún personaje genérico.		
$UI_VIDEO_RES_CHANGED	Resolución modificada.<N>¿Te gusta?<N><N>Revirtiendo en <TIME> segundos			
$UI_VIDEO_RESOLUTION	Resolución del monitor a pantalla completa			
$UI_VIDEO_SCALE	Escala	pero quizá sea mejor bajar los ajustes gráficos si va lento.		
$UI_VIDEO_SCREEN_POS	Posición de pantalla			
$UI_VIDEO_SCREEN_SIZE	Tamaño de la ventana de juego	¿has comprobado los permisos de archivo?<N>Lo intentaremos más tarde.		
$UI_VIDEO_SD	Estándar (4:3)			
$UI_VIDEO_SELECT_NEW	Seleccionar nuevo...	parece que has arreglado el problema.<N>Ya nos callamos.		
$UI_VIDEO_SETTINGS	Ajustes de vídeo			
$UI_VIDEO_SHOW_ALL_RES	Mostrar todas las resoluciones			
$UI_VIDEO_SPRITES	Sprites			
$UI_VIDEO_STANDARD_RATIO	(Proporción estándar)	¿verdad?		
$UI_VIDEO_SWIRL	Animación antes<N>de la batalla			
$UI_VIDEO_TITLE	Vídeo			
$UI_VIDEO_WARNING	Opciones de vídeo desactivadas en modo navegador.			
$UI_VIDEO_WARNING2	Desafortunadamente, la configuración de tu sistema no permite cambios en la resolución del juego :(			
$UI_VIDEO_WARNING3	En MODO COMPATIBILIDAD, el cambio de resolución está desactivado.<N><N>¡Lo siento!			
$UI_VIDEO_WIDESCREEN	(Panorámica)	las habilidades y el equipo. Nueva partida+ cuenta con nuevos tipos de enemigos	nuevas misiones secundarias	equipo más poderoso y un diario mucho más amplio. <N><N>NOTA: El progreso del equipo se COMPARTE entre la partida original y la Nueva partida+. Puedes jugar libremente a ambas versiones en cualquier momento sin perder nada.
$UI_VIDEO_WINDOWED	Ventana			
$WEAK_DMG_MULT	<PLUS><PERCENT>% extra DMG from <FLAVOR>			
$YOU_GOT	¡Has conseguido			
$YOU_GOT_JOIN	¡<CLASS> <NAME><N>se ha unido al grupo!			
$YOU_GOT_MONEY	¡Has conseguido <MONEY> de chatarra!			
$YOU_GOT_NEW_GAME_PLUS_TEXT	¡Enhorabuena! ¡Ahora puedes comenzar una nueva aventura con tu antiguo grupo!<N><N>Enfréntate a enemigos mutantes con nuevas habilidades			
$YOU_GOT_NEW_GAME_PLUS_TITLE	¡Nueva partida+ desbloqueada!			
$YOU_GOT_NO_EQUIP	Este objeto no se puede equipar.			
$YOU_GOT_NO_EQUIP_YET	Nadie de tu grupo puede equiparse con <THING> todavía.<N>No te preocupes, sigue jugando y aparecerán otros personajes que sí puedan.	imbuye tu equipo con nuevos e increíbles poderes y completa tu biblioteca con muchos libros sorprendentes. Embárcate en numerosas misiones secundarias nuevas con cinemáticas e historia adicional	desbloquea los comentarios del desarrollador	traduce el idioma de Eztli-Tenoch	conoce a nuevos personajes ¡y mucho más!<N><N><RE>[$NEW_GAME_PLUS_NOTE]<N><N>Puedes volver a tu partida <LQ>normal<RQ> en cualquier momento.
$YOU_GOT_X	x<NUM> <THING>!			
$MISC_PLEASE_RECONNECT_CONTROLLER	Vuelve a conectar el mando
$PRESS_A	Pulsa <A> para continuar.
$MISC_REQUIRES_RESTART	(requiere reiniciar)
$MISC_PICTURE_SIZE	Tamaño de la imagen
$MISC_SIGNED_OUT	<USER> ha cerrado la sesión.
$MISC_SIGNED_IN	Sesión iniciada como <USER>.
$MISC_SWITCH_USER	Cambiar de usuario
$MISC_RESTART_XBOX	¿Reiniciar la Xbox?
$ACTIONS_BATTLE_CYCLE_NEXT	Siguiente<N>defensor
$ACTIONS_BATTLE_CYCLE_PREVIOUS	Defensor<N>anterior
$ACTIONS_BATTLE_SPEED_MINUS	Reducir<N>velocidad
